"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Beykilundur";600;"Einbýli";56000000;6;188,1;"2016-11-25";297714
"2";"Skúlagata";310;"Einbýli";25900000;3;118,8;"2016-11-25";218013
"3";"Álfkonuhvarf Opið Hús";203;"Fjölbýli";36900000;3;99,3;"2016-11-25";371601
"4";"Boðagrandi";107;"Fjölbýli";36500000;3;72,8;"2016-11-25";501374
"6";"Mávahraun";220;"Einbýli";63800000;5;227,8;"2016-11-25";280070
"7";"Norðurbakki";220;"Fjölbýli";40900000;3;94,6;"2016-11-25";432347
"8";"Steinar";765;"Par/Raðhús";13500000;3;106,8;"2016-11-25";126404
"9";"Mánatún";105;"Fjölbýli";63900000;3;127,3;"2016-11-25";501964
"10";"Mánatún";105;"Fjölbýli";82900000;4;182,9;"2016-11-25";453253
"11";"Mánatún";105;"Fjölbýli";56500000;3;129,5;"2016-11-25";436293
"12";"Mánatún";105;"Fjölbýli";52500000;3;120,5;"2016-11-25";435685
"13";"Mánatún";105;"Fjölbýli";54700000;3;111,2;"2016-11-25";491906
"14";"Mánatún";105;"Fjölbýli";57900000;3;133,6;"2016-11-25";433383
"15";"Sóltún";230;"Einbýli";33000000;7;128,7;"2016-11-25";256410
"17";"Eikardalur";260;"Einbýli";46900000;5;257,5;"2016-11-25";182136
"18";"Austurberg";111;"Fjölbýli";24900000;2;71,8;"2016-11-25";346797
"19";"Úr Skeggjastaðalandi";271;"Fjölbýli";75000000;0;1420,4;"2016-11-25";52802
"20";"Skógarás";110;"Fjölbýli";35900000;3;105,1;"2016-11-25";341579
"21";"Laugarnesvegur Opið Hús";105;"Fjölbýli";36000000;4;94,2;"2016-11-25";382166
"22";"Stóragerði";108;"Fjölbýli";39500000;5;107,7;"2016-11-25";366760
"23";"Glitvangur";220;"Einbýli";59900000;6;193,2;"2016-11-25";310041
"24";"Blómvangur";220;"Hæðir";51900000;6;163,8;"2016-11-25";316850
"25";"Einigrund";300;"Fjölbýli";24500000;4;114,6;"2016-11-25";213787
