"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Mánatún";105;"Fjölbýli";87900000;4;172,7;"2016-07-30";508975
"2";"Stóragerði";108;"Hæðir";55500000;4;164,5;"2016-07-30";337386
"3";"Gljúfurárholt land";816;"Jörð/Lóð";22000000;0;17400000;"2016-07-30";1
"4";"Brúnavöllur";861;"Einbýli";23000000;4;168,4;"2016-07-30";136580
"5";"Birkilundur spilda";311;"Sumarhús";27900000;3;73,9;"2016-07-30";377537
"6";"Hagi Breiðavík Gíslholtsvatn";851;"Sumarhús";28900000;4;80;"2016-07-30";361250
"7";"Friggjarbrunnur (seld)";113;"Fjölbýli";41900000;3;101,9;"2016-07-30";411187
"9";"Möðrufell (opið hús)";111;"Fjölbýli";21900000;3;63,5;"2016-07-30";344882
"10";"Skipasund";104;"Fjölbýli";19900000;2;50,5;"2016-07-30";394059
"11";"Glaðheimar - Opið Hús";104;"Fjölbýli";30300000;3;79,9;"2016-07-30";379224
"12";"Helgugata";310;"Einbýli";44400000;8;308;"2016-07-30";144156
"13";"Boðaþing";203;"Fjölbýli";39500000;3;100,5;"2016-07-30";393035
"14";"Hallkelshólar  ";801;"Sumarhús";14900000;4;57,4;"2016-07-30";259582
"15";"Stampar";276;"Sumarhús";25900000;3;83,2;"2016-07-30";311298
"17";"Villingavatn";801;"Sumarhús";18500000;2;43;"2016-07-30";430233
"18";"Ásabraut";801;"Sumarhús";23900000;3;69,9;"2016-07-30";341917
"19";"Hallkelshólar lóð";801;"Sumarhús";15500000;3;50,1;"2016-07-30";309381
"20";"Arnarhólsbraut";801;"Sumarhús";44500000;5;108,5;"2016-07-30";410138
"21";"Skógarás";311;"Sumarhús";21700000;3;56,7;"2016-07-30";382716
"22";"Sandskeið G-gata";801;"Sumarhús";28900000;4;72,6;"2016-07-30";398072
"23";"Sóltún";105;"Fjölbýli";45900000;3;110,8;"2016-07-30";414260
"24";"Flekkudalsvegur";276;"Sumarhús";24900000;4;70;"2016-07-30";355714
