"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Dalaland";108;"Fjölbýli";41900000;4;98,4;"2016-09-09";425813
"2";"Laugavegur";101;"Fjölbýli";80175000;3;106,9;"2016-09-09";750000
"3";"Laugavegur";101;"Fjölbýli";79650000;3;106,2;"2016-09-09";750000
"4";"Laugavegur";101;"Fjölbýli";83100000;3;110,8;"2016-09-09";750000
"8";"Hellagata";210;"Fjölbýli";59900000;4;140,2;"2016-09-09";427247
"9";"Hellagata";210;"Fjölbýli";51900000;4;120,2;"2016-09-09";431780
"10";"Laugavegur";101;"Fjölbýli";55440000;2;66,8;"2016-09-09";829940
"11";"Laugavegur";101;"Fjölbýli";73050000;3;97,4;"2016-09-09";750000
"12";"Hvassaleiti";103;"Par/Raðhús";79900000;6;215,3;"2016-09-09";371110
"13";"Akurgerði";845;"Einbýli";35700000;6;224,2;"2016-09-09";159233
"14";"Sóltún Opið Hús";105;"Fjölbýli";42900000;3;103;"2016-09-09";416505
"15";"Seilugrandi";107;"Fjölbýli";27500000;2;54,7;"2016-09-09";502742
"16";"Einholt";603;"Par/Raðhús";26500000;4;96,9;"2016-09-09";273478
"17";"Móholt";340;"Par/Raðhús";33900000;4;137,2;"2016-09-09";247085
"18";"Eiðsvallagata";600;"Fjölbýli";13500000;2;56,5;"2016-09-09";238938
"19";"Heiðarbraut  gott verð.";801;"Sumarhús";17500000;4;81,3;"2016-09-09";215252
"20";"Ölduslóð";220;"Fjölbýli";45000000;5;171,2;"2016-09-09";262850
"21";"Fálkagata";107;"Fjölbýli";45900000;4;111,6;"2016-09-09";411290
"22";"Gerplustræti";270;"Fjölbýli";42900000;3;116,9;"2016-09-09";366980
"23";"Lækjarvað";110;"Hæðir";53700000;4;161,9;"2016-09-09";331686
"24";"Kvíaholt";310;"Hæðir";32900000;4;184,1;"2016-09-09";178707
"25";"Bergstaðastræti (bjargarsteinn)";101;"Einbýli";59700000;5;99,4;"2016-09-09";600604
