"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Helgadalsvegur";271;"Einbýli";149000000;4;397,8;"2017-01-25";374560
"4";"Kríuás";221;"Fjölbýli";44900000;5;129,8;"2017-01-25";345917
"5";"Víðilundur";210;"Einbýli";55700000;4;190,8;"2017-01-25";291929
"6";"Eiðsvallagata";600;"Einbýli";33900000;6;143,4;"2017-01-25";236402
"7";"Lambhagi lóð";801;"Sumarhús";22900000;3;76;"2017-01-25";301316
"8";"Krummahólar";111;"Fjölbýli";29800000;3;80,7;"2017-01-25";369269
"9";"Mýrargata";101;"Fjölbýli";49500000;2;84,3;"2017-01-25";587189
"10";"Reykás - Opið Hús";110;"Fjölbýli";37900000;3;108,8;"2017-01-25";348346
"13";"Drekavellir";221;"Fjölbýli";49800000;4;172,2;"2017-01-25";289199
"16";"Birkiholt";225;"Fjölbýli";32900000;2;76,2;"2017-01-25";431759
"17";"Leifsgata";101;"Fjölbýli";26900000;2;52,5;"2017-01-25";512381
"18";"Berjarimi";112;"Fjölbýli";32600000;2;77,6;"2017-01-25";420103
"19";"Grænamýri";170;"Hæðir";63900000;4;136,5;"2017-01-25";468132
"20";"Bjarkarbraut";801;"Einbýli";39900000;5;209,5;"2017-01-25";190453
"21";"Daggarvellir";220;"Fjölbýli";39900000;4;106,3;"2017-01-25";375353
"22";"Trönuhraun";220;"Atvinnuhús";32900000;5;155,1;"2017-01-25";212121
"24";"Friggjarbrunnur";113;"Fjölbýli";57800000;0;154,6;"2017-01-25";373868
"25";"Sólvellir";621;"Fjölbýli";12000000;3;87,2;"2017-01-25";137615
