"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Fornhagi";107;"Fjölbýli";40900000;3;85,2;"2016-07-15";480047
"3";"Barrholt";270;"Einbýli";52500000;6;182;"2016-07-15";288462
"4";"Furugrund";800;"Einbýli";43900000;5;207,1;"2016-07-15";211975
"5";"Austurkór";203;"Hæðir";39900000;4;114,3;"2016-07-15";349081
"6";"Linnetsstígur Opið Hús";220;"Fjölbýli";47900000;4;125,8;"2016-07-15";380763
"7";"Smáratún Opið Hús";225;"Einbýli";61900000;6;205,1;"2016-07-15";301804
"8";"Barrholt ";270;"Einbýli";52500000;7;182;"2016-07-15";288462
"9";"Holtsvegur Opið Hús";210;"Fjölbýli";48900000;4;114,1;"2016-07-15";428571
"10";"Holtsvegur Opið Hús";210;"Fjölbýli";47900000;4;111,4;"2016-07-15";429982
"11";"Jörundarholt";300;"Einbýli";35000000;4;150,6;"2016-07-15";232404
"12";"Hjallahlíð";270;"Par/Raðhús";57900000;6;174,6;"2016-07-15";331615
"13";"Víkurás";110;"Fjölbýli";21900000;2;57,6;"2016-07-15";380208
"14";"Hörðukór";203;"Fjölbýli";39900000;4;124,2;"2016-07-15";321256
"15";"Sunnutröð ";601;"Einbýli";38500000;5;154,7;"2016-07-15";248869
"17";"Svartagil";311;"Jörð/Lóð";220000000;0;59609;"2016-07-15";3691
"18";"Fornhagi";101;"Fjölbýli";40900000;3;85,2;"2016-07-15";480047
"19";"Þrastarás";221;"Fjölbýli";36900000;4;107,1;"2016-07-15";344538
"20";"Strandvegur";210;"Fjölbýli";57900000;4;171,5;"2016-07-15";337609
"21";"Drápuhlíð";105;"Hæðir";43500000;4;138,5;"2016-07-15";314079
"22";"Árbakki";531;"Einbýli";20000000;5;201,9;"2016-07-15";99059
"23";"Vesturgata";230;"Fjölbýli";22800000;3;110,1;"2016-07-15";207084
"24";"Bjarnast. sv-2,";320;"Sumarhús";16800000;3;40;"2016-07-15";420000
"25";"Akurhvarf";203;"Fjölbýli";28900000;2;73,7;"2016-07-15";392130
