"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Hjallatröð";601;"Einbýli";6900000;5;203,6;"2016-12-16";33890
"2";"Eyravegur";800;"Hæðir";25900000;5;126,6;"2016-12-16";204581
"3";"Hagamelur";107;"Fjölbýli";39800000;3;70,3;"2016-12-16";566145
"4";"Múlasíða";603;"Fjölbýli";16900000;2;67,7;"2016-12-16";249631
"6";"Oddeyrargata";600;"Fjölbýli";16500000;3;79,2;"2016-12-16";208333
"7";"Safamýri";108;"Einbýli";250000000;16;498,1;"2016-12-16";501907
"8";"Tjarnargata";101;"Einbýli";120000000;9;252,4;"2016-12-16";475436
"11";"Móvað";110;"Einbýli";77500000;6;248,9;"2016-12-16";311370
"12";"Stórholt";105;"Fjölbýli";34900000;3;69,9;"2016-12-16";499285
"13";"Kvistavellir";221;"Einbýli";69400000;5;229,4;"2016-12-16";302528
"14";"Grænakinn";220;"Fjölbýli";29900000;3;77,2;"2016-12-16";387306
"15";"Lambhagavegur";113;"Jörð/Lóð";221000000;0;6584;"2016-12-16";33566
"16";"Eyrartröð";220;"Atvinnuhús";14900000;1;77,7;"2016-12-16";191763
"17";"Eyrartröð";220;"Atvinnuhús";14900000;1;75,2;"2016-12-16";198138
"18";"Austurbrún";104;"Fjölbýli";25500000;2;47,6;"2016-12-16";535714
"20";"Ránargata";101;"Fjölbýli";29800000;2;47,6;"2016-12-16";626050
"21";"Holtsvegur";210;"Fjölbýli";43900000;3;105,6;"2016-12-16";415720
"22";"Berjaholtslækur";801;"Sumarhús";19500000;0;84,4;"2016-12-16";231043
"23";"Hringbraut";101;"Fjölbýli";29900000;3;72,1;"2016-12-16";414702
