"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Seltjörn";270;"Sumarhús";27900000;2;52,6;"2016-07-29";530418
"2";"Karlsrauðatorg";620;"Einbýli";9900000;6;147;"2016-07-29";67347
"3";"Austurbrún";104;"Fjölbýli";23900000;2;47,6;"2016-07-29";502101
"4";"Barmahlíð";105;"Hæðir";65300000;6;167,8;"2016-07-29";389154
"5";"Sjávargata";225;"Einbýli";57900000;5;175,9;"2016-07-29";329164
"6";"Lundarbrekka";200;"Fjölbýli";34900000;5;109,1;"2016-07-29";319890
"7";"Starmói";800;"Par/Raðhús";36900000;4;147,1;"2016-07-29";250850
"8";"Brekkustígur";230;"Fjölbýli";19500000;5;144,9;"2016-07-29";134576
"9";"Miðstræti";740;"Einbýli";8500000;4;100;"2016-07-29";85000
"10";"Víðidalur";260;"Einbýli";31900000;4;232,6;"2016-07-29";137145
"11";"Sturlureykir";311;"Jörð/Lóð";18900000;0;5200;"2016-07-29";3635
"12";"Boðaþing";203;"Fjölbýli";44900000;4;135;"2016-07-29";332593
"13";"Búðagerði";108;"Fjölbýli";34900000;3;122,1;"2016-07-29";285831
"14";"Viðarrimi";112;"Par/Raðhús";54900000;4;146,4;"2016-07-29";375000
"15";"Garðaflöt";210;"Einbýli";69900000;5;171,5;"2016-07-29";407580
"16";"Bragavellir";230;"Einbýli";47000000;6;232,1;"2016-07-29";202499
"17";"Skarðshlíð";603;"Fjölbýli";19500000;3;87,9;"2016-07-29";221843
"18";"Vindakór (opið hús)";203;"Fjölbýli";44500000;4;115,5;"2016-07-29";385281
"20";"Efstasund";104;"Fjölbýli";24700000;2;36;"2016-07-29";686111
"21";"Fagrasíða";603;"Par/Raðhús";35900000;6;164;"2016-07-29";218902
"22";"Jaðarsbraut";300;"Hæðir";14900000;3;78,5;"2016-07-29";189809
"23";"Keilugrandi";107;"Fjölbýli";27900000;2;52,2;"2016-07-29";534483
"24";"Breiðavík";112;"Fjölbýli";34900000;3;99,8;"2016-07-29";349699
"25";"Fagrabrekka  opið Hús";200;"Einbýli";45000000;6;105,6;"2016-07-29";426136
