"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Heiðarholt";230;"Fjölbýli";16700000;2;60,5;"2016-09-27";276033
"2";"Hvassaleiti";103;"Fjölbýli";44900000;4;148,7;"2016-09-27";301950
"3";"Ásbúðartröð";220;"Einbýli";45900000;8;268,6;"2016-09-27";170886
"4";"Holtsvegur";210;"Fjölbýli";79900000;4;131,8;"2016-09-27";606222
"5";"Holtsvegur";210;"Fjölbýli";69900000;3;100;"2016-09-27";699000
"6";"Holtsvegur";210;"Fjölbýli";64900000;3;91,9;"2016-09-27";706202
"7";"Holtsvegur";210;"Fjölbýli";69900000;3;106,1;"2016-09-27";658812
"8";"Ásbúð";210;"Einbýli";69400000;6;257,7;"2016-09-27";269305
"10";"Hrafnaklettur";310;"Fjölbýli";8500000;2;62,9;"2016-09-27";135135
"11";"Fálkaklettur";310;"Einbýli";28000000;5;200,6;"2016-09-27";139581
"13";"Suðurgata";101;"Einbýli";149900000;8;268,3;"2016-09-27";558703
"14";"Skyggnisbraut";801;"Sumarhús";16900000;3;55,8;"2016-09-27";302867
"15";"Klapparhraun ";850;"Jörð/Lóð";3600000;0;51500;"2016-09-27";70
"17";"Fífumói ";260;"Fjölbýli";12200000;2;46,8;"2016-09-27";260684
"20";"Óseyri";600;"Atvinnuhús";20500000;0;123,2;"2016-09-27";166396
"21";"Goðheimar*opið Hús*";104;"Hæðir";52900000;5;157,9;"2016-09-27";335022
"23";"Rjúpnasalir *opið Hús*";201;"Fjölbýli";44900000;4;112,7;"2016-09-27";398403
"24";"Rekagrandi";107;"Fjölbýli";32900000;2;78,9;"2016-09-27";416984
"25";"Grundargarður";640;"Fjölbýli";25500000;4;115,1;"2016-09-27";221546
