"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Lækjasmári";200;"Fjölbýli";33800000;2;73,1;"2017-02-15";462380
"2";"Heiðarvegur";730;"Einbýli";21850000;4;80;"2017-02-15";273125
"3";"Vesturgata";101;"Fjölbýli";20900000;2;41,8;"2017-02-15";500000
"4";"Lyngmóar";210;"Fjölbýli";34900000;2;91,7;"2017-02-15";380589
"5";"Álfaskeið";220;"Fjölbýli";42500000;5;146;"2017-02-15";291096
"6";"Móabarð";220;"Hæðir";39900000;5;119;"2017-02-15";335294
"7";"Strandgata";245;"Atvinnuhús";34000000;0;418;"2017-02-15";81340
"8";"Efstihjalli";200;"Fjölbýli";24900000;2;52,6;"2017-02-15";473384
"10";"Engihjalli";200;"Fjölbýli";32500000;3;89,2;"2017-02-15";364350
"11";"Uglugata";270;"Fjölbýli";53900000;3;140,2;"2017-02-15";384451
"12";"Dalsel";109;"Fjölbýli";23900000;1;39,5;"2017-02-15";605063
"13";"Njálsgata";101;"Par/Raðhús";59900000;6;124,8;"2017-02-15";479968
"14";"Lindargata";101;"Fjölbýli";66675000;3;89,9;"2017-02-15";741657
"15";"Bæjarsker N-lyngsel";245;"Einbýli";36000000;6;169,2;"2017-02-15";212766
"16";"Faxagrund";230;"Hesthús";56000000;0;1014,6;"2017-02-15";55194
"17";"Reynivellir";800;"Einbýli";39900000;4;197,4;"2017-02-15";202128
"18";"Drekavellir";221;"Fjölbýli";37800000;3;92,5;"2017-02-15";408649
"19";"Blönduhlíð";105;"Fjölbýli";37900000;5;62,1;"2017-02-15";610306
"21";"Akurvellir";221;"Fjölbýli";45900000;4;152;"2017-02-15";301974
"22";"Keilusíða";603;"Fjölbýli";26100000;4;95,6;"2017-02-15";273013
"23";"Reynivellir";800;"Einbýli";45900000;5;197,4;"2017-02-15";232523
"25";"Víðilundur";600;"Fjölbýli";26300000;3;97,2;"2017-02-15";270576
