"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Gvendargeisli";113;"Par/Raðhús";59500000;5;168,9;"2016-10-01";352279
"2";"Garðaflöt";210;"Einbýli";69500000;6;171,5;"2016-10-01";405248
"4";"Gran Canary Íbúð. playa Del Ingles";1000;"Fjölbýli";13200000;2;45;"2016-10-01";293333
"5";"Njarðargata";230;"Fjölbýli";24900000;4;161,2;"2016-10-01";154467
"6";"Gran Canary Rúmgott Bungalow ";1000;"Par/Raðhús";39600000;3;70;"2016-10-01";565714
"7";"Prestbakki";109;"Par/Raðhús";56900000;6;189,2;"2016-10-01";300740
"8";"Hellagata";210;"Fjölbýli";49900000;4;119,7;"2016-10-01";416876
"9";"Mánatún";105;"Fjölbýli";53900000;4;108,3;"2016-10-01";497692
"10";"Mánatún";105;"Fjölbýli";39900000;2;77;"2016-10-01";518182
"11";"Mánatún";105;"Fjölbýli";40900000;2;77,7;"2016-10-01";526384
"12";"Mánatún";105;"Fjölbýli";45900000;2;85,8;"2016-10-01";534965
"13";"Vallartröð";200;"Fjölbýli";39900000;4;155,6;"2016-10-01";256427
"14";"Lindarbyggð";270;"Par/Raðhús";43900000;4;123;"2016-10-01";356911
"15";"Miðvangur";220;"Fjölbýli";24900000;2;67,7;"2016-10-01";367799
"16";"Skarðsbraut";300;"Fjölbýli";19100000;2;71,8;"2016-10-01";266017
"17";"Jaðarsbraut";300;"Hæðir";22900000;3;105,1;"2016-10-01";217888
"18";"Eyjabakki";109;"Fjölbýli";30900000;3;97,8;"2016-10-01";315951
"19";"Boðagrandi";107;"Fjölbýli";54900000;3;111,3;"2016-10-01";493261
"20";"Hringbraut";220;"Fjölbýli";36900000;3;98,2;"2016-10-01";375764
"21";"Mánatún";105;"Fjölbýli";58900000;3;115,7;"2016-10-01";509075
"22";"Mánatún";105;"Fjölbýli";39900000;2;76,6;"2016-10-01";520888
"23";"Mánatún";105;"Fjölbýli";44900000;2;86,3;"2016-10-01";520278
"24";"Mánatún";105;"Fjölbýli";52900000;3;109,8;"2016-10-01";481785
"25";"Mánatún";105;"Fjölbýli";56400000;3;116,8;"2016-10-01";482877
