"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Njörvasund";104;"Hæðir";48900000;5;149,4;"2016-08-04";327309
"2";"Barmahlíð ";105;"Hæðir";54900000;5;110,1;"2016-08-04";498638
"3";"Bugðulækur";105;"Fjölbýli";44900000;5;91,5;"2016-08-04";490710
"4";"Guðnýjarbraut";260;"Einbýli";53000000;5;214,5;"2016-08-04";247086
"5";"Öldugrandi";107;"Fjölbýli";29900000;2;55,1;"2016-08-04";542650
"6";"Austurbrún";104;"Fjölbýli";23900000;2;47,6;"2016-08-04";502101
"7";"Hlíð";270;"Jörð/Lóð";4000000;0;32,8;"2016-08-04";121951
"8";"Fálkahreiður";276;"Einbýli";38000000;4;104,8;"2016-08-04";362595
"9";"Sævangur";220;"Einbýli";81900000;8;269,8;"2016-08-04";303558
"10";"Kríuhólar";111;"Fjölbýli";28500000;3;79,1;"2016-08-04";360303
"12";"Kambahraun";810;"Einbýli";45900000;4;180,2;"2016-08-04";254717
"14";"Hlíðarvegur";200;"Fjölbýli";34900000;3;93,3;"2016-08-04";374062
"16";"Holtsvegur";210;"Fjölbýli";69900000;4;165,7;"2016-08-04";421847
"17";"Hjarðarhagi";107;"Fjölbýli";39900000;4;84,5;"2016-08-04";472189
"19";"Tjarnarlundur";600;"Fjölbýli";22500000;4;96,1;"2016-08-04";234131
"20";"Vindakór";203;"Fjölbýli";41900000;4;129,3;"2016-08-04";324053
"21";"Gullsmári ";201;"Fjölbýli";39900000;4;94,6;"2016-08-04";421776
"22";"Hamrahlíð";101;"Fjölbýli";31900000;3;79,7;"2016-08-04";400251
"23";"Blómahæð";210;"Par/Raðhús";67000000;6;182,5;"2016-08-04";367123
"24";"Heiðmörk";810;"Einbýli";41800000;4;166,6;"2016-08-04";250900
"25";"Álmholt";270;"Hæðir";51900000;6;194,5;"2016-08-04";266838
