"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"3";"Kötlufell";111;"Fjölbýli";24900000;3;78;"2016-08-25";319231
"4";"Klapparhlíð";270;"Fjölbýli";35900000;3;79,2;"2016-08-25";453283
"5";"Hafnarbraut";620;"Par/Raðhús";12500000;7;150,6;"2016-08-25";83001
"7";"Hlíðarvegur";260;"Par/Raðhús";33900000;4;145;"2016-08-25";233793
"8";"Kársnesbraut";200;"Fjölbýli";25200000;2;74,9;"2016-08-25";336449
"9";"Hnoðravellir";221;"Par/Raðhús";57900000;5;202;"2016-08-25";286634
"10";"Tryggvagata";800;"Fjölbýli";17900000;3;67,1;"2016-08-25";266766
"11";"Hraunbær";110;"Fjölbýli";17900000;2;32,6;"2016-08-25";549080
"12";"Hverafold";112;"Einbýli";79900000;6;250,4;"2016-08-25";319089
"13";"Hrísrimi";112;"Fjölbýli";26900000;2;79,4;"2016-08-25";338791
"14";"Skúlagata";101;"Fjölbýli";43000000;3;123;"2016-08-25";349593
"15";"Miðtún - Opið Hús";105;"Einbýli";84500000;8;287,9;"2016-08-25";293505
"16";"Grundarstígur";101;"Fjölbýli";21500000;2;37,5;"2016-08-25";573333
"17";"Breiðavík";112;"Fjölbýli";27900000;2;68,4;"2016-08-25";407895
"18";"Jaðarsbraut";300;"Fjölbýli";28400000;3;97,7;"2016-08-25";290686
"19";"Laufengi";112;"Fjölbýli";34500000;4;107,3;"2016-08-25";321528
"20";"Lyngmói";800;"Par/Raðhús";33400000;4;143,1;"2016-08-25";233403
"21";"Kistumelur";116;"Atvinnuhús";35000000;0;285,2;"2016-08-25";122721
"23";"Fífurimi";112;"Hæðir";33900000;2;89,2;"2016-08-25";380045
"24";"Krummahólar";111;"Fjölbýli";39900000;4;157,6;"2016-08-25";253173
"25";"Gefjunarbrunnur ";113;"Par/Raðhús";27500000;4;501,8;"2016-08-25";54803
