"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Flétturimi";112;"Fjölbýli";36900000;4;117,7;"2016-09-21";313509
"3";"Ránarslóð";780;"Einbýli";31500000;5;146,2;"2016-09-21";215458
"4";"Gauksás";221;"Einbýli";72900000;8;283,3;"2016-09-21";257324
"5";"Glitvellir";221;"Fjölbýli";44800000;4;122,6;"2016-09-21";365416
"7";"Ránargata";600;"Hæðir";22900000;5;115;"2016-09-21";199130
"9";"Tröllakór";203;"Fjölbýli";37500000;3;99,7;"2016-09-21";376128
"10";"Klapparstígur";230;"Einbýli";18300000;3;60,5;"2016-09-21";302479
"11";"Ölduslóð/einstakt Útsýni";220;"Fjölbýli";55900000;6;258,2;"2016-09-21";216499
"12";"Ásbraut";200;"Fjölbýli";29900000;4;65,8;"2016-09-21";454407
"13";"Kóngsbakki";111;"Fjölbýli";26900000;3;81,9;"2016-09-21";328449
"14";"Grenivellir";600;"Fjölbýli";19500000;4;87,3;"2016-09-21";223368
"15";"Hesthúsvegur";850;"Atvinnuhús";6200000;0;83,5;"2016-09-21";74251
"16";"Grundarbraut";355;"Fjölbýli";10000000;3;68,8;"2016-09-21";145349
"17";"Lambhagi";801;"Sumarhús";31700000;4;77,6;"2016-09-21";408505
"18";"Akurgerði";190;"Par/Raðhús";35300000;3;179;"2016-09-21";197207
"20";"Mánagata";105;"Fjölbýli";26500000;2;48,1;"2016-09-21";550936
"21";"Móabarð Opið Hús";220;"Hæðir";37900000;6;139,2;"2016-09-21";272270
"22";"Njarðarstígur";900;"Fjölbýli";12900000;2;1976,2;"2016-09-21";6528
"23";"Hafravellir";221;"Einbýli";66500000;5;190,9;"2016-09-21";348350
"24";"Áshamar";900;"Fjölbýli";15000000;3;111,3;"2016-09-21";134771
"25";"Eyravegur";800;"Fjölbýli";16500000;4;143,1;"2016-09-21";115304
