"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Friggjarbrunnur";113;"Fjölbýli";57800000;5;154,6;"2016-11-07";373868
"2";"Friggjarbrunnur";113;"Fjölbýli";49900000;4;130;"2016-11-07";383846
"3";"Friggjarbrunnur";113;"Fjölbýli";51800000;4;136,3;"2016-11-07";380044
"4";"Fákahvarf";203;"Einbýli";79900000;8;270,1;"2016-11-07";295816
"5";"Tröllateigur";270;"Fjölbýli";43500000;4;115,6;"2016-11-07";376298
"6";"Markholt";270;"Einbýli";62500000;8;280,1;"2016-11-07";223135
"7";"Básbryggja ";110;"Fjölbýli";84900000;8;334,2;"2016-11-07";254039
"10";"Norðlingabraut";110;"Atvinnuhús";550000000;1;2318,6;"2016-11-07";237212
"11";"Furugrund";200;"Fjölbýli";32700000;3;77,1;"2016-11-07";424125
"12";"Suðurgata";190;"Hæðir";12400000;4;124,3;"2016-11-07";99759
"14";"Básbryggja ";110;"Fjölbýli";84900000;6;334,2;"2016-11-07";254039
"15";"Markholt";270;"Einbýli";62500000;9;280,1;"2016-11-07";223135
"16";"Lautarvegur";103;"Jörð/Lóð";25500000;0;365;"2016-11-07";69863
"17";"Tröllateigur";270;"Hæðir";43500000;4;115,6;"2016-11-07";376298
"18";"Fákahvarf";203;"Einbýli";79900000;6;270,1;"2016-11-07";295816
"20";"Aðalgata";625;"Einbýli";15900000;6;109;"2016-11-07";145872
"23";"Básbryggja";110;"Fjölbýli";84900000;7;334,2;"2016-11-07";254039
"24";"Markholt";270;"Einbýli";62500000;7;280,1;"2016-11-07";223135
"25";"Lautarvegur";108;"Jörð/Lóð";25500000;0;365;"2016-11-07";69863
