"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Strandvegur";210;"Fjölbýli";51900000;4;118;"2016-09-19";439831
"3";"Höfðahlíð ";603;"Fjölbýli";8000000;0;96,5;"2016-09-19";82902
"4";"Hvaleyrarbraut";220;"Atvinnuhús";38020000;0;190,1;"2016-09-19";200000
"5";"Hvaleyrarbraut";220;"Atvinnuhús";30260000;0;151,3;"2016-09-19";200000
"6";"Hvaleyrarbraut";220;"Atvinnuhús";42960000;0;214,8;"2016-09-19";200000
"7";"Hvaleyrarbraut";220;"Atvinnuhús";55740000;0;278,7;"2016-09-19";200000
"8";"Hvaleyrarbraut";220;"Atvinnuhús";31260000;0;156,3;"2016-09-19";200000
"9";"Hvaleyrarbraut";220;"Atvinnuhús";41420000;0;207,1;"2016-09-19";200000
"10";"Hvaleyrarbraut";220;"Atvinnuhús";31020000;0;155,1;"2016-09-19";200000
"11";"Hvaleyrarbraut";220;"Atvinnuhús";390000000;0;2007,5;"2016-09-19";194271
"12";"Hvaleyrarbraut";220;"Atvinnuhús";41040000;0;205,2;"2016-09-19";200000
"14";"Hverfisgata";101;"Einbýli";49900000;6;131,3;"2016-09-19";380046
"15";"Garðabraut";300;"Atvinnuhús";54900000;10;523;"2016-09-19";104971
"16";"Ásgarður";108;"Par/Raðhús";49900000;5;136,2;"2016-09-19";366373
"17";"Blikanes";210;"Einbýli";98000000;8;266,9;"2016-09-19";367179
"19";"Ytri Hrafnabjargaland";371;"Jörð/Lóð";5500000;0;10000;"2016-09-19";550
"20";"Kvíslartunga ";270;"Jörð/Lóð";19000000;0;667;"2016-09-19";28486
"21";"Bárugata";101;"Fjölbýli";24500000;2;43;"2016-09-19";569767
"22";"Kerhraun";802;"Sumarhús";49900000;4;126,6;"2016-09-19";394155
"23";"Löngudælaholt lóð";801;"Sumarhús";22900000;4;77,4;"2016-09-19";295866
"24";"Tjaldhólar";800;"Par/Raðhús";35900000;4;156,8;"2016-09-19";228954
"25";"Hrauntunga";220;"Einbýli";74900000;5;248,1;"2016-09-19";301894
