"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Skessugil";603;"Fjölbýli";27900000;3;91,2;"2016-11-21";305921
"2";"Hringbraut";220;"Einbýli";34900000;5;95,3;"2016-11-21";366212
"3";"Hrísmóar";210;"Fjölbýli";44900000;4;98,7;"2016-11-21";454914
"4";"Smiðjuvegur";200;"Atvinnuhús";51000000;0;283,4;"2016-11-21";179958
"5";"Hafravellir";221;"Einbýli";63900000;4;230,4;"2016-11-21";277344
"8";"Frakkastígur";101;"Atvinnuhús";75000000;4;142,7;"2016-11-21";525578
"11";"Hringbraut";220;"Einbýli";34900000;4;95,3;"2016-11-21";366212
"12";"Baldursgata";101;"Fjölbýli";35900000;3;73,2;"2016-11-21";490437
"13";"Hringbraut ";220;"Einbýli";34900000;0;127,6;"2016-11-21";273511
"14";"Helluhraun";220;"Atvinnuhús";24900000;0;120,8;"2016-11-21";206126
"15";"Múlasíða";603;"Par/Raðhús";44900000;6;183,5;"2016-11-21";244687
"17";"Sveighús";112;"Einbýli";84900000;8;223,7;"2016-11-21";379526
"18";"Möðrufell";111;"Fjölbýli";24500000;2;64,2;"2016-11-21";381620
"19";"Brekkustígur";245;"Einbýli";11900000;3;142;"2016-11-21";83803
