"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Dvergabakki";109;"Fjölbýli";34600000;5;107,2;"2017-01-13";322761
"3";"Ásland";270;"Einbýli";64900000;9;327,8;"2017-01-13";197987
"4";"Skeljatangi Opið Hús";270;"Einbýli";64900000;4;170;"2017-01-13";381765
"5";"Dvergabakki Opið Hús";109;"Fjölbýli";25900000;2;63,9;"2017-01-13";405321
"6";"Friggjarbrunnur";113;"Fjölbýli";51800000;4;136,3;"2017-01-13";380044
"7";"Friggjarbrunnur";113;"Fjölbýli";57800000;5;154,6;"2017-01-13";373868
"8";"Faxastígur";900;"Fjölbýli";17800000;4;95,6;"2017-01-13";186192
"10";"Norðurbakki";220;"Fjölbýli";43900000;3;104,8;"2017-01-13";418893
"11";"Miklabraut";105;"Fjölbýli";29900000;2;63,9;"2017-01-13";467919
"12";"Vatnsstígur ";101;"Fjölbýli";66000000;3;94,3;"2017-01-13";699894
"14";"Birkihlíð";320;"Sumarhús";25000000;4;80,6;"2017-01-13";310174
"17";"Hólavegur";580;"Einbýli";8500000;5;180,2;"2017-01-13";47170
"18";"Vallakór";203;"Fjölbýli";44500000;3;123,8;"2017-01-13";359451
"19";"Lækjarbraut";801;"Sumarhús";13600000;3;50,5;"2017-01-13";269307
"20";"Lundur";200;"Fjölbýli";52900000;3;121,6;"2017-01-13";435033
"21";"Norðurgarður";230;"Par/Raðhús";38000000;5;127,8;"2017-01-13";297340
"22";"Hjallavegur Lækkað Verð";730;"Einbýli";24900000;5;113,5;"2017-01-13";219383
"24";"Hrísmóar";210;"Fjölbýli";48900000;5;112,4;"2017-01-13";435053
"25";"Fálkahreiður";276;"Einbýli";33900000;4;104,8;"2017-01-13";323473
