"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Kaldakinn";220;"Fjölbýli";32900000;4;92,5;"2016-12-03";355676
"2";"Maria Villas Torrevieja";1000;"Fjölbýli";15600000;3;69;"2016-12-03";226087
"3";"Ljósheimar";104;"Fjölbýli";34900000;2;60,5;"2016-12-03";576860
"4";"Drafnarstígur ";101;"Fjölbýli";34900000;3;48;"2016-12-03";727083
"6";"Vesturbraut ";240;"Einbýli";34900000;4;138,4;"2016-12-03";252168
"7";"Lyngás";210;"Fjölbýli";49700000;5;112,7;"2016-12-03";440994
"8";"Garðatorg";210;"Fjölbýli";65500000;3;106,8;"2016-12-03";613296
"9";"Stakkholt";105;"Fjölbýli";43900000;2;82,6;"2016-12-03";531477
"10";"Stakkholt ";105;"Fjölbýli";42900000;2;80,2;"2016-12-03";534913
"11";"Klukkurimi";112;"Fjölbýli";31900000;3;86,6;"2016-12-03";368360
"12";"Álfabakki";109;"Atvinnuhús";39500000;11;184,9;"2016-12-03";213629
"13";"Andrésbrunnur";113;"Fjölbýli";41900000;4;110,8;"2016-12-03";378159
"14";"Langalína";210;"Fjölbýli";53800000;3;129,9;"2016-12-03";414165
"15";"Eskivellir";221;"Fjölbýli";42900000;4;127,3;"2016-12-03";336999
"17";"Þorfinnsgata - Opið Hús";101;"Fjölbýli";33700000;4;77,4;"2016-12-03";435401
"18";"Bergþórugata - Opið Hús";101;"Fjölbýli";23900000;1;40,5;"2016-12-03";590123
"19";"Týsvellir";230;"Einbýli";61900000;7;235;"2016-12-03";263404
"20";"Gullengi";112;"Fjölbýli";32900000;3;84,6;"2016-12-03";388889
"21";"Miðtún";105;"Fjölbýli";26500000;2;58,5;"2016-12-03";452991
"22";"Austurkór";203;"Par/Raðhús";54900000;5;175,3;"2016-12-03";313177
"23";"Austurkór";203;"Par/Raðhús";57900000;4;175,6;"2016-12-03";329727
