"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Dvergaborgir";112;"Fjölbýli";32500000;3;86;"2016-09-03";377907
"3";"Hjaltabakki";109;"Fjölbýli";28400000;0;86;"2016-09-03";330233
"4";"Bíldshöfði";110;"Atvinnuhús";74500000;0;343;"2016-09-03";217201
"5";"Fellsmúli";108;"Fjölbýli";33500000;4;104,5;"2016-09-03";320574
"6";"Danmark Lonávej";1000;"Einbýli";44900000;7;390;"2016-09-03";115128
"7";"Grettisgata ";101;"Fjölbýli";74600000;6;183;"2016-09-03";407650
"8";"Súluhöfði";270;"Hæðir";77500000;7;335,4;"2016-09-03";231067
"9";"Garðatorg";210;"Fjölbýli";48900000;3;106,9;"2016-09-03";457437
"10";"Heiðargerði";108;"Par/Raðhús";59500000;5;157,7;"2016-09-03";377299
"11";"Lautasmári";201;"Fjölbýli";44900000;4;136,3;"2016-09-03";329420
"12";"Þórufell";111;"Fjölbýli";25900000;3;81,4;"2016-09-03";318182
"13";"Straumsalir";201;"Fjölbýli";38900000;3;106,2;"2016-09-03";366290
"14";"Fjárhústunga";311;"Sumarhús";6900000;2;38,4;"2016-09-03";179688
"15";"Sólheimar";104;"Hæðir";47900000;6;189,8;"2016-09-03";252371
"16";"Njörvasund";104;"Hæðir";31900000;3;81,8;"2016-09-03";389976
"17";"Holtsvegur";210;"Fjölbýli";41500000;3;86,4;"2016-09-03";480324
"19";"Ránargata";101;"Hæðir";44900000;3;90,1;"2016-09-03";498335
"23";"Leifsgata";101;"Fjölbýli";28900000;2;55,1;"2016-09-03";524501
"24";"Hringbraut";101;"Fjölbýli";27900000;2;59,3;"2016-09-03";470489
"25";"Dalhús";112;"Einbýli";55900000;7;228,7;"2016-09-03";244425
