"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Skipholt";105;"Fjölbýli";29500000;2;65,5;"2016-08-15";450382
"3";"Tungukot land";560;"Sumarhús";23900000;3;2034155,3;"2016-08-15";12
"4";"Frostaþing";203;"Einbýli";95000000;5;236,9;"2016-08-15";401013
"5";"Hringbraut";220;"Fjölbýli";53900000;5;173;"2016-08-15";311561
"8";"Gnitakór";203;"Einbýli";99500000;4;218,4;"2016-08-15";455586
"9";"Þrastarlundur";210;"Einbýli";61900000;6;203;"2016-08-15";304926
"10";"Skúlagata";101;"Fjölbýli";37800000;3;77,2;"2016-08-15";489637
"12";"Fróðaþing";203;"Einbýli";95000000;4;246,3;"2016-08-15";385708
"13";"Boðaþing";203;"Fjölbýli";44900000;4;135;"2016-08-15";332593
"14";"Laufásvegur";101;"Fjölbýli";46000000;3;86,6;"2016-08-15";531178
"15";"Gagnheiði ";800;"Jörð/Lóð";10000000;0;3458;"2016-08-15";2892
"16";"Nesjar";801;"Sumarhús";29900000;3;68,5;"2016-08-15";436496
"17";"Fornistekkur";301;"Sumarhús";18600000;4;86,2;"2016-08-15";215777
"19";"Ólafsvellir";825;"Par/Raðhús";19800000;4;90;"2016-08-15";220000
"20";"Hamraborg";200;"Fjölbýli";29900000;3;82,3;"2016-08-15";363305
"22";"Dalsel";109;"Par/Raðhús";51800000;7;207,4;"2016-08-15";249759
"23";"Viðarás";110;"Par/Raðhús";59900000;5;208;"2016-08-15";287981
"24";"Kirkjutún";355;"Atvinnuhús";4000000;0;98,9;"2016-08-15";40445
"25";"Hvassaleiti";103;"Par/Raðhús";87900000;6;215,3;"2016-08-15";408268
