"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Fífuhjalli";200;"Einbýli";96900000;6;285,1;"2017-02-09";339881
"2";"Ljósavík";112;"Fjölbýli";45900000;4;120,5;"2017-02-09";380913
"4";"Grenimelur";107;"Hæðir";69900000;5;153,4;"2017-02-09";455671
"5";"Garðsendi ";108;"Fjölbýli";33700000;3;72,9;"2017-02-09";462277
"6";"Safamýri";108;"Fjölbýli";43000000;3;119,3;"2017-02-09";360436
"7";"Árkvörn";110;"Fjölbýli";29900000;2;63,7;"2017-02-09";469388
"8";"Laugavegur ";101;"Fjölbýli";67400000;3;136,8;"2017-02-09";492690
"9";"Skólavegur";900;"Einbýli";29000000;6;221,4;"2017-02-09";130985
"10";"Tunguheiði";200;"Fjölbýli";39900000;4;96,9;"2017-02-09";411765
"11";"Lundarbrekka";200;"Fjölbýli";39500000;4;105,3;"2017-02-09";375119
"13";"Urðarholt";270;"Fjölbýli";27500000;3;69,9;"2017-02-09";393419
"15";"Austurvegur";800;"Atvinnuhús";85000000;15;450,6;"2017-02-09";188637
"16";"Álalind";201;"Fjölbýli";49900000;4;110,2;"2017-02-09";452813
"17";"Böðmóðsstaðir";840;"Sumarhús";19900000;3;52,4;"2017-02-09";379771
"18";"Bólstaðarhlíð";105;"Fjölbýli";45800000;4;138,3;"2017-02-09";331164
"19";"Skúlagata";101;"Atvinnuhús";37900000;4;92,4;"2017-02-09";410173
"20";"Skógarás";110;"Fjölbýli";33900000;3;90,2;"2017-02-09";375831
"21";"Danmark Lonávej";1000;"Einbýli";35000000;7;390;"2017-02-09";89744
"23";"Rauðhella";221;"Atvinnuhús";38800000;0;190;"2017-02-09";204211
"24";"Skúlagata";101;"Fjölbýli";40900000;3;102,3;"2017-02-09";399804
"25";"Víðimelur";107;"Par/Raðhús";81900000;7;156,2;"2017-02-09";524328
