"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Naustabryggja";110;"Fjölbýli";44900000;4;110,5;"2016-10-17";406335
"2";"Naustabryggja";110;"Fjölbýli";44500000;4;114,8;"2016-10-17";387631
"3";"Naustabryggja";110;"Fjölbýli";44900000;4;108,3;"2016-10-17";414589
"4";"Hólabraut";220;"Fjölbýli";24900000;3;85,9;"2016-10-17";289872
"5";"Njarðargata";230;"Fjölbýli";27900000;4;135,2;"2016-10-17";206361
"6";"Sörlaskjól - Opið Hús";107;"Fjölbýli";29900000;3;71;"2016-10-17";421127
"7";"Lækjarvað";110;"Hæðir";52900000;4;161,9;"2016-10-17";326745
"8";"Hofsbraut";116;"Einbýli";34300000;6;205,9;"2016-10-17";166586
"9";"Lindargata";101;"Fjölbýli";49700000;3;85;"2016-10-17";584706
"10";"Langholt";230;"Einbýli";52500000;4;201;"2016-10-17";261194
"11";"Hraungata";210;"Fjölbýli";55900000;4;143,2;"2016-10-17";390363
"13";"Nesvegur";107;"Hæðir";42900000;4;98,5;"2016-10-17";435533
"14";"Freyjubrunnur";113;"Fjölbýli";53900000;3;140,5;"2016-10-17";383630
"15";"Langholtsvegur";104;"Hæðir";29900000;3;78,8;"2016-10-17";379442
"17";"Hringbraut";230;"Atvinnuhús";10900000;1;88,8;"2016-10-17";122748
"18";"Garðbraut";250;"Einbýli";25800000;3;154,9;"2016-10-17";166559
"19";"Hafnagata";233;"Einbýli";8400000;3;78,3;"2016-10-17";107280
"20";"Hlíðartún";780;"Einbýli";11900000;5;113,7;"2016-10-17";104661
"21";"Frostaskjól";107;"Par/Raðhús";79900000;6;230,7;"2016-10-17";346337
"23";"Brávallagata";101;"Fjölbýli";46900000;4;99,6;"2016-10-17";470884
"24";"Kríunes";210;"Einbýli";119900000;8;366,8;"2016-10-17";326881
"25";"Borgarleynir";801;"Sumarhús";29500000;5;109,5;"2016-10-17";269406
