"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Þinghólsbraut";200;"Einbýli";73000000;6;270,4;"2017-02-13";269970
"2";"Barmahlíð";105;"Fjölbýli";29800000;2;59;"2017-02-13";505085
"3";"Gunnarsbraut";105;"Fjölbýli";47000000;6;124,8;"2017-02-13";376603
"5";"Skarðsbraut";300;"Fjölbýli";27600000;4;114,5;"2017-02-13";241048
"7";"Kópavogsbraut";200;"Einbýli";49900000;5;158;"2017-02-13";315823
"8";"Garðatorg";210;"Fjölbýli";74900000;3;138,5;"2017-02-13";540794
"9";"Hverfisgata";101;"Fjölbýli";35900000;4;73,8;"2017-02-13";486450
"10";"Heiðarholt";230;"Fjölbýli";17800000;2;60,5;"2017-02-13";294215
"11";"Hraunbær";810;"Par/Raðhús";37800000;3;143,3;"2017-02-13";263782
"12";"Sunnubraut";200;"Einbýli";63500000;5;193,2;"2017-02-13";328675
"13";"Melabraut";170;"Fjölbýli";54600000;5;127;"2017-02-13";429921
"14";"Fagrabrekka Opið Hús";200;"Einbýli";78000000;8;261,2;"2017-02-13";298622
"15";"Allra Manna Hagur - Amh";300;"Fyrirt.";59900000;4;421,9;"2017-02-13";141977
"16";"Laufbrekka";200;"Einbýli";64900000;8;218,3;"2017-02-13";297297
"17";"Holtabyggð";845;"Sumarhús";29500000;5;69,9;"2017-02-13";422031
"18";"Gráhella";800;"Par/Raðhús";29900000;4;91,7;"2017-02-13";326063
"20";"Greniteigur";230;"Fjölbýli";20000000;5;175,8;"2017-02-13";113766
"21";"Spánn Costa Blanca";1000;"Fjölbýli";12000000;0;60;"2017-02-13";200000
"22";"Spánn Costa Blanca ";1000;"Fjölbýli";18000000;0;60;"2017-02-13";300000
"23";"Greniteigur";230;"Hæðir";20000000;5;175,8;"2017-02-13";113766
"24";"Þórdísarbyggð";311;"Jörð/Lóð";4700000;0;50000;"2017-02-13";94
"25";"Oddeyrargata";600;"Einbýli";25000000;4;110,4;"2017-02-13";226449
