"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Laufskógar";810;"Sumarhús";19700000;3;59,5;"2016-08-17";331092
"2";"Laufbrekka";200;"Einbýli";59900000;7;272,4;"2016-08-17";219897
"3";"Hverafold";112;"Atvinnuhús";34500000;0;85,3;"2016-08-17";404455
"4";"Helludalur sumarhús";840;"Sumarhús";13500000;0;59,3;"2016-08-17";227656
"5";"Blómahæð";210;"Par/Raðhús";69000000;6;182,6;"2016-08-17";377875
"6";"Bjarkarheiði";810;"Par/Raðhús";28900000;4;149,5;"2016-08-17";193311
"7";"Viðarrimi";112;"Par/Raðhús";54900000;4;146,4;"2016-08-17";375000
"8";"Laufrimi";112;"Fjölbýli";32500000;4;105,4;"2016-08-17";308349
"10";"Álfhólsvegur";200;"Par/Raðhús";53500000;4;147;"2016-08-17";363946
"11";"Hamrahlíð";105;"Fjölbýli";36900000;3;79,5;"2016-08-17";464151
"12";"Strandgata";825;"Einbýli";23500000;4;105,4;"2016-08-17";222960
"13";"Altos Del Sol - Torrevieja Spáni";1000;"Fjölbýli";17900000;3;70;"2016-08-17";255714
"14";"Háteigur ";230;"Einbýli";29900000;5;201,1;"2016-08-17";148682
"15";"Álfatún";200;"Fjölbýli";42800000;4;127;"2016-08-17";337008
"17";"Fornhagi";107;"Fjölbýli";39900000;3;88,6;"2016-08-17";450339
"19";"Öldugata";101;"Hæðir";52900000;5;131;"2016-08-17";403817
"20";"Skútahraun ";220;"Atvinnuhús";195000000;0;992,1;"2016-08-17";196553
"22";"Unufell";111;"Fjölbýli";29400000;4;97,7;"2016-08-17";300921
"24";"Laufrimi";112;"Fjölbýli";32500000;4;100,4;"2016-08-17";323705
"25";"Vesturgata";300;"Hæðir";23500000;4;154,4;"2016-08-17";152202
