"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Grensásvegur";108;"Fjölbýli";29900000;3;77;"2016-10-27";388312
"2";"Oddsholt";801;"Sumarhús";13500000;4;46,3;"2016-10-27";291577
"3";"Dalaþing";203;"Einbýli";149000000;9;376,2;"2016-10-27";396066
"4";"Laugarbrekka";640;"Einbýli";46000000;9;342,8;"2016-10-27";134189
"5";"Bakkahlíð";603;"Einbýli";43900000;5;163,4;"2016-10-27";268666
"6";"Völvufell";111;"Fjölbýli";28300000;4;109,4;"2016-10-27";258684
"7";"Álfkonuhvarf";203;"Fjölbýli";34900000;3;93,7;"2016-10-27";372465
"8";"Kópavogsbraut";200;"Fjölbýli";27900000;3;88,5;"2016-10-27";315254
"10";"Efstaland";270;"Jörð/Lóð";9500000;0;750;"2016-10-27";12667
"11";"Efstaland";270;"Jörð/Lóð";9500000;0;743;"2016-10-27";12786
"13";"101 Reykjavík";101;"Einbýli";275000000;0;426,3;"2016-10-27";645086
"14";"Unufell";111;"Fjölbýli";29900000;4;96,8;"2016-10-27";308884
"16";"Lindarberg";221;"Par/Raðhús";59900000;4;228,6;"2016-10-27";262030
"17";"Þrastahólar";801;"Jörð/Lóð";1200000;0;8947;"2016-10-27";134
"18";"Móland";800;"Jörð/Lóð";6000000;0;1294,4;"2016-10-27";4635
"19";"Móland";800;"Jörð/Lóð";6000000;0;1268;"2016-10-27";4732
"20";"Laxalækur";800;"Jörð/Lóð";3950000;0;780;"2016-10-27";5064
"21";"Þrastahólar";801;"Jörð/Lóð";1200000;0;7804;"2016-10-27";154
"22";"Víðigrund";300;"Einbýli";41000000;5;173,6;"2016-10-27";236175
"23";"Vesturgil";603;"Einbýli";63900000;4;245,5;"2016-10-27";260285
"24";"Stakkahlíð";105;"Fjölbýli";53500000;3;118,5;"2016-10-27";451477
"25";"Tjarnarlundur";600;"Fjölbýli";19900000;3;83,4;"2016-10-27";238609
