"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Engjadalur";260;"Fjölbýli";22900000;3;76;"2016-12-12";301316
"2";"Þorrasalir";203;"Fjölbýli";46500000;4;108;"2016-12-12";430556
"3";"Herjólfsgata";220;"Fjölbýli";55900000;4;110,9;"2016-12-12";504058
"4";"Lambhagi";800;"Einbýli";31900000;5;169,8;"2016-12-12";187868
"5";"Bonalba Baja Spánn";1000;"Einbýli";39500000;5;150;"2016-12-12";263333
"8";"Urðarbakki";109;"Par/Raðhús";53700000;5;192,4;"2016-12-12";279106
"9";"Holtsgata";101;"Fjölbýli";42500000;4;102,1;"2016-12-12";416259
"10";"Vesturholt";220;"Einbýli";64900000;5;214,1;"2016-12-12";303129
"11";"Súluhöfði";270;"Fjölbýli";74900000;7;335,4;"2016-12-12";223315
"12";"Naustabryggja";110;"Fjölbýli";56900000;5;128,3;"2016-12-12";443492
"13";"Laugarvegur";580;"Fjölbýli";7900000;3;104,1;"2016-12-12";75889
"14";"Holtsvegur";210;"Fjölbýli";47900000;4;112,5;"2016-12-12";425778
"15";"Sólvallagata";101;"Fjölbýli";29900000;3;66,7;"2016-12-12";448276
"16";"Laufrimi";112;"Par/Raðhús";55500000;4;160,5;"2016-12-12";345794
"17";"Sunnuhlíð";603;"Atvinnuhús";13500000;0;131;"2016-12-12";103053
"18";"Holtagerði";200;"Fjölbýli";47800000;5;143,1;"2016-12-12";334032
"19";"Kleppsvegur";104;"Fjölbýli";21900000;2;48,3;"2016-12-12";453416
"20";"Laxalækur";800;"Par/Raðhús";27300000;4;120,1;"2016-12-12";227311
"21";"Skúlagata";101;"Fjölbýli";47900000;3;78,1;"2016-12-12";613316
"22";"Finnsbúð";815;"Einbýli";47500000;4;196,4;"2016-12-12";241853
"23";"Litlikriki";270;"Par/Raðhús";66400000;4;203,1;"2016-12-12";326933
"24";"Álfaborgir";112;"Fjölbýli";30900000;3;78,3;"2016-12-12";394636
"25";"Gerplustræti";270;"Fjölbýli";48900000;4;143,4;"2016-12-12";341004
