"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Blásalir";201;"Fjölbýli";41900000;3;100;"2016-09-28";419000
"2";"Suðurvangur";220;"Einbýli";65500000;8;239,6;"2016-09-28";273372
"3";"Jörundarholt";300;"Einbýli";37500000;5;152,9;"2016-09-28";245258
"4";"Selbraut";170;"Einbýli";72900000;5;208,5;"2016-09-28";349640
"5";"Urðarstekkur";109;"Einbýli";118000000;5;295,2;"2016-09-28";399729
"6";"Öldugata";101;"Hæðir";59500000;4;124;"2016-09-28";479839
"7";"Hverafold";112;"Fjölbýli";37900000;3;92,1;"2016-09-28";411509
"8";"Álfasteinssund";801;"Sumarhús";14900000;2;34,9;"2016-09-28";426934
"9";"Þrastarhöfði";270;"Fjölbýli";37900000;3;88,4;"2016-09-28";428733
"10";"Skrauthólar";116;"Einbýli";45000000;5;145,1;"2016-09-28";310131
"11";"Hlíðarhjalli";200;"Einbýli";81900000;6;254,2;"2016-09-28";322187
"12";"Borgarsíða";603;"Einbýli";59500000;5;202,3;"2016-09-28";294118
"13";"Hrísmóar";210;"Fjölbýli";45900000;3;80,7;"2016-09-28";568773
"14";"Nýlegt endaraðhús með einkasundlaug";1000;"Par/Raðhús";15350000;4;97;"2016-09-28";158247
"15";"Grímkelsstaðir";801;"Sumarhús";12800000;3;38;"2016-09-28";336842
"16";"Bjartahlíð";270;"Fjölbýli";39900000;3;136,6;"2016-09-28";292094
"18";"Austurkór";203;"Par/Raðhús";57900000;4;175,6;"2016-09-28";329727
"19";"Kaplahraun";220;"Atvinnuhús";32200000;0;288,4;"2016-09-28";111650
"20";"Húshólsbraut";801;"Sumarhús";19900000;4;45,9;"2016-09-28";433551
"22";"Mánatún (opið hús)";105;"Fjölbýli";44700000;2;91,4;"2016-09-28";489059
"23";"Þjóðbraut";300;"Fjölbýli";8000000;3;105,5;"2016-09-28";75829
"24";"Kóngsvegur";801;"Jörð/Lóð";1900000;3;30;"2016-09-28";63333
"25";"Heiðarimi";801;"Sumarhús";15600000;4;79;"2016-09-28";197468
