"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Holtsvegur (opið hús)";210;"Fjölbýli";47900000;3;111;"2017-01-03";431532
"2";"Holtsvegur (opið hús)";210;"Fjölbýli";47900000;4;112,5;"2017-01-03";425778
"3";"Vallakór";203;"Fjölbýli";49900000;3;142,6;"2017-01-03";349930
"5";"Krummahólar";111;"Fjölbýli";41800000;5;156,6;"2017-01-03";266922
"6";"Holtsgata";101;"Fjölbýli";42500000;4;102,1;"2017-01-03";416259
"7";"Holtsvegur (opið hús)";210;"Fjölbýli";69900000;3;100;"2017-01-03";699000
"8";"Fellsmúli";108;"Fjölbýli";38500000;4;106,9;"2017-01-03";360150
"9";"Holtsvegur (opið hús)";210;"Fjölbýli";69900000;3;106,1;"2017-01-03";658812
"10";"Heiðmörk";810;"Fjölbýli";89000000;7;610,1;"2017-01-03";145878
"11";"Heiðarholt";230;"Fjölbýli";16900000;2;60,5;"2017-01-03";279339
"12";"Baughús";112;"Par/Raðhús";64900000;5;189,7;"2017-01-03";342119
"13";"Vatnagarðar";104;"Atvinnuhús";400000000;6;1314,9;"2017-01-03";304206
"14";"Snorrabraut";105;"Fjölbýli";29900000;2;66,7;"2017-01-03";448276
"16";"Hamraborg";200;"Fjölbýli";26900000;2;51,5;"2017-01-03";522330
"17";"Frostafold";112;"Fjölbýli";35900000;3;109,3;"2017-01-03";328454
"18";"Vesturvör";200;"Atvinnuhús";112000000;2;510,6;"2017-01-03";219350
"19";"Sogavegur";108;"Fjölbýli";26900000;2;69,9;"2017-01-03";384835
"21";"Langholtsvegur";104;"Fjölbýli";35200000;3;73,4;"2017-01-03";479564
"22";"Byggðarhorn land";801;"Einbýli";34900000;5;218,6;"2017-01-03";159652
"23";"Klapparholt";220;"Fjölbýli";43900000;4;153;"2017-01-03";286928
"24";"Brekkustígur ";260;"Atvinnuhús";210000000;7;1886,8;"2017-01-03";111300
"25";"Blikaás";221;"Fjölbýli";41900000;4;119;"2017-01-03";352101
