"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Laugavegur";105;"Fjölbýli";29900000;2;55,8;"2016-09-17";535842
"2";"Eyjabakki";109;"Fjölbýli";30900000;3;95,5;"2016-09-17";323560
"3";"Skálaheiði";200;"Fjölbýli";41900000;4;113,7;"2016-09-17";368514
"4";"Tröllateigur";270;"Fjölbýli";43900000;4;115,6;"2016-09-17";379758
"6";"Lindarbyggð";270;"Par/Raðhús";43900000;4;107,7;"2016-09-17";407614
"8";"Hafnarbraut";780;"Einbýli";33500000;5;153,2;"2016-09-17";218668
"10";"Höfðabraut";300;"Hæðir";24900000;4;132;"2016-09-17";188636
"11";"Keilugrandi";107;"Fjölbýli";30500000;2;52,2;"2016-09-17";584291
"12";"Geitland";108;"Fjölbýli";49900000;4;128,5;"2016-09-17";388327
"13";"Svölutjörn";260;"Par/Raðhús";38700000;4;151,3;"2016-09-17";255783
"14";"Suðurbraut";220;"Fjölbýli";34500000;4;113,4;"2016-09-17";304233
"15";"Aðalstræti";600;"Jörð/Lóð";6500000;0;350;"2016-09-17";18571
"16";"Garðatorg";210;"Fjölbýli";68500000;3;102,5;"2016-09-17";668293
"17";"Töfrandi. el Mirador De Amay, Punta";1000;"Par/Raðhús";21500000;3;63;"2016-09-17";341270
"18";"Los Viveros Toppurinn Í Dag";1000;"Par/Raðhús";23000000;5;170;"2016-09-17";135294
"19";"Glæsilegt Og Nýtt. la Mata. torrevi";1000;"Fjölbýli";18000000;2;60;"2016-09-17";300000
"20";"Gott Verð. parhús. chismosas, Orihu";1000;"Par/Raðhús";20000000;4;85;"2016-09-17";235294
"21";"Hulduhlíð";270;"Fjölbýli";31900000;3;84,1;"2016-09-17";379310
"23";"Auðveld kaup -";1000;"Hæðir";7900000;3;50;"2016-09-17";158000
"24";"Hallakur";210;"Fjölbýli";52500000;4;138,4;"2016-09-17";379335
"25";"Ný Neðri Hæð Í Villa Martin";1000;"Hæðir";15400000;3;70;"2016-09-17";220000
