"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Álfkonuhvarf";203;"Fjölbýli";34900000;3;93,7;"2016-10-06";372465
"2";"Grettisgata";101;"Fjölbýli";34900000;3;81,2;"2016-10-06";429803
"3";"Sólheimar";104;"Hæðir";44500000;4;94,7;"2016-10-06";469905
"4";"Álfhólsvegur";200;"Hæðir";34900000;3;111;"2016-10-06";314414
"5";"Æsufell";111;"Fjölbýli";28900000;3;99,3;"2016-10-06";291037
"6";"Kaplahraun";220;"Atvinnuhús";49000000;7;267,6;"2016-10-06";183109
"7";"Vogatunga";200;"Hæðir";41900000;3;114,3;"2016-10-06";366579
"8";"Frostaskjól";107;"Par/Raðhús";87500000;7;285,1;"2016-10-06";306910
"9";"Hyrjarhöfði";110;"Atvinnuhús";169400000;0;840;"2016-10-06";201667
"10";"Kvíslartunga";270;"Einbýli";79900000;5;225;"2016-10-06";355111
"11";"Víðigrund";200;"Einbýli";59900000;5;130,9;"2016-10-06";457601
"12";"Krókahraun";220;"Fjölbýli";39500000;4;138,6;"2016-10-06";284993
"13";"Naustabryggja";110;"Fjölbýli";40900000;4;106,7;"2016-10-06";383318
"14";"Rjúpnasalir *opið Hús*";201;"Fjölbýli";43900000;4;112,7;"2016-10-06";389530
"15";"Sléttuvegur";103;"Fjölbýli";36900000;2;69,3;"2016-10-06";532468
"16";"Reynimelur";107;"Fjölbýli";36900000;3;74,7;"2016-10-06";493976
"18";"Engjaþing";203;"Fjölbýli";46900000;3;152,5;"2016-10-06";307541
"19";"Kleppsvegur";105;"Fjölbýli";39800000;5;114,7;"2016-10-06";346992
"20";"Faxagrund";230;"Hesthús";10900000;0;100;"2016-10-06";109000
"21";"Súðarvogur";104;"Atvinnuhús";28900000;2;120,8;"2016-10-06";239238
"22";"Baldursgata";101;"Fjölbýli";29900000;2;70,2;"2016-10-06";425926
"23";"Hlíðartún";780;"Einbýli";38000000;8;245,9;"2016-10-06";154534
"24";"Lyngás";210;"Fjölbýli";38700000;3;82,1;"2016-10-06";471376
"25";"Hjallabrekka";200;"Fjölbýli";34900000;3;110,4;"2016-10-06";316123
