"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Garðabraut";300;"Fjölbýli";18700000;3;92,2;"2016-08-18";202820
"2";"Aðalstræti";470;"Par/Raðhús";8500000;3;91,3;"2016-08-18";93100
"3";"Hamragerði";600;"Einbýli";44800000;5;167,7;"2016-08-18";267144
"5";"Íbúð - Calle Maldonado, Torrevieja ";1000;"Fjölbýli";17700000;5;110;"2016-08-18";160909
"7";"Hrauntunga";200;"Par/Raðhús";64900000;7;214,3;"2016-08-18";302846
"9";"Smárahlíð";603;"Fjölbýli";18400000;2;60;"2016-08-18";306667
"10";"Norðurgata";600;"Hæðir";25900000;3;102,2;"2016-08-18";253425
"11";"Seljahlíð";603;"Par/Raðhús";23900000;3;72,8;"2016-08-18";328297
"13";"Espigerði";108;"Fjölbýli";37900000;4;93,3;"2016-08-18";406217
"14";"Seilugrandi";107;"Fjölbýli";32900000;2;99,3;"2016-08-18";331319
"15";"Fornhagi";107;"Fjölbýli";38900000;3;85;"2016-08-18";457647
"16";"Vallarás";110;"Fjölbýli";28000000;3;87,5;"2016-08-18";320000
"17";"Álfaskeið";220;"Fjölbýli";23900000;2;57,3;"2016-08-18";417103
"18";"Kópalind Opið Hús";201;"Fjölbýli";47900000;4;148;"2016-08-18";323649
"19";"Blómahæð";210;"Par/Raðhús";69000000;7;182,6;"2016-08-18";377875
"20";"Þórufell";111;"Fjölbýli";24900000;3;56,7;"2016-08-18";439153
"21";"Drápuhlíð";105;"Fjölbýli";47900000;4;151,2;"2016-08-18";316799
"22";"Berjarimi";112;"Fjölbýli";31400000;3;109,2;"2016-08-18";287546
"23";"Vogatunga";270;"Par/Raðhús";38900000;4;161,1;"2016-08-18";241465
"24";"Laxatunga";270;"Par/Raðhús";46900000;5;183,4;"2016-08-18";255725
"25";"Gullsmári Opið Hús";201;"Fjölbýli";38900000;4;94,6;"2016-08-18";411205
