"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Heiðarbraut";230;"Par/Raðhús";38900000;6;185,3;"2016-07-18";209930
"2";"Blönduhlíð";105;"Fjölbýli";27900000;2;60,7;"2016-07-18";459638
"3";"Stakkholt";105;"Fjölbýli";38900000;2;80,3;"2016-07-18";484433
"4";"Kópavogstún";200;"Fjölbýli";44900000;3;97,8;"2016-07-18";459100
"5";"Skipagata";600;"Atvinnuhús";128500000;1;468,2;"2016-07-18";274455
"6";"Fannagil";603;"Par/Raðhús";52900000;6;198,5;"2016-07-18";266499
"7";"Skeiðarvogur";104;"Hæðir";48200000;5;131,8;"2016-07-18";365706
"9";"Smárarimi";112;"Einbýli";68500000;3;171,5;"2016-07-18";399417
"10";"Álfaskeið";220;"Fjölbýli";24900000;3;83,5;"2016-07-18";298204
"11";"Gyðufell";111;"Fjölbýli";25500000;3;82;"2016-07-18";310976
"12";"Álalækur";800;"Fjölbýli";23500000;3;102,8;"2016-07-18";228599
"13";"Hyrjarhöfði fjárfestar";110;"Atvinnuhús";194000000;0;951,5;"2016-07-18";203889
"14";"Byggðarholt";270;"Einbýli";48900000;6;167,5;"2016-07-18";291940
"15";"Skeiðarvogur";104;"Fjölbýli";48900000;5;141,8;"2016-07-18";344852
"16";"Askalind";201;"Atvinnuhús";16900000;2;54,5;"2016-07-18";310092
"17";"Fífulind";201;"Fjölbýli";40900000;5;138,2;"2016-07-18";295948
"21";"Miðskógar";225;"Einbýli";51900000;5;160;"2016-07-18";324375
"22";"Borgargerði";108;"Hæðir";40900000;6;130,9;"2016-07-18";312452
"24";"Andrésbrunnur";113;"Fjölbýli";29900000;2;69,5;"2016-07-18";430216
"25";"Snæfoksstaðir lóð";801;"Sumarhús";18900000;4;59,7;"2016-07-18";316583
