"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Grundarstígur";101;"Fjölbýli";15900000;1;21,6;"2016-08-22";736111
"3";"Langamýri";800;"Par/Raðhús";26900000;3;100,5;"2016-08-22";267662
"6";"Hléskógar ";109;"Einbýli";69900000;5;267,1;"2016-08-22";261700
"7";"Heiðmörk";810;"Par/Raðhús";16500000;3;76;"2016-08-22";217105
"8";"Heimahagi";800;"Einbýli";26500000;7;186,5;"2016-08-22";142091
"9";"Aðalgata";430;"Einbýli";12900000;7;305,3;"2016-08-22";42254
"10";"Eyrargata";430;"Einbýli";10500000;7;213,7;"2016-08-22";49134
"11";"Mávabraut";230;"Fjölbýli";15900000;3;66,8;"2016-08-22";238024
"12";"Vífilsgata";105;"Hæðir";29500000;2;50,8;"2016-08-22";580709
"13";"Gyðufell";111;"Fjölbýli";26000000;3;83;"2016-08-22";313253
"14";"Fálkagata";107;"Fjölbýli";24900000;2;42,4;"2016-08-22";587264
"15";"Hjarðarhagi";107;"Fjölbýli";37900000;4;84,5;"2016-08-22";448521
"16";"Gnoðarvogur";104;"Fjölbýli";29800000;3;74,4;"2016-08-22";400538
"17";"Hjarðarhagi";107;"Fjölbýli";47900000;4;126;"2016-08-22";380159
"18";"Jökulgrunn";104;"Par/Raðhús";47900000;2;94;"2016-08-22";509574
"19";"Þuríðarbraut";415;"Fjölbýli";11000000;3;110,7;"2016-08-22";99368
"20";"Klukkuberg";220;"Fjölbýli";35900000;4;107,1;"2016-08-22";335201
"21";"Hverfisgata";220;"Einbýli";49900000;6;131,3;"2016-08-22";380046
"22";"Skólavörðustígur ";101;"Fjölbýli";82900000;4;168,2;"2016-08-22";492866
"23";"Klukkuvellir";221;"Par/Raðhús";49800000;4;136;"2016-08-22";366176
"24";"Háholt";300;"Hæðir";24900000;4;139,8;"2016-08-22";178112
"25";"Skólavegur";410;"Einbýli";10000000;4;149,6;"2016-08-22";66845
