"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Krókamýri";210;"Fjölbýli";39900000;3;92,1;"2016-07-16";433225
"2";"Lundur";200;"Fjölbýli";49800000;4;120,9;"2016-07-16";411911
"3";"Hólavegur";620;"Einbýli";22800000;8;218;"2016-07-16";104587
"4";"Strýpurás";311;"Sumarhús";8500000;3;45,4;"2016-07-16";187225
"5";"Hjarðarhagi";107;"Hæðir";34300000;3;88,7;"2016-07-16";386697
"6";"Laugarnesvegur";105;"Fjölbýli";41500000;5;106,7;"2016-07-16";388941
"7";"Blásalir";201;"Hæðir";45500000;4;112,4;"2016-07-16";404804
"8";"Vesturhús";112;"Einbýli";92500000;6;396,5;"2016-07-16";233291
"9";"Langalína";210;"Fjölbýli";64000000;4;152;"2016-07-16";421053
"10";"Barrholt";270;"Einbýli";52500000;7;182;"2016-07-16";288462
"11";"Hjarðarhagi";107;"Hæðir";75700000;5;187;"2016-07-16";404813
"12";"Mánatún";105;"Fjölbýli";59700000;3;141,7;"2016-07-16";421313
"13";"Mánatún";105;"Fjölbýli";55400000;3;125,8;"2016-07-16";440382
"14";"Mánatún";105;"Fjölbýli";57900000;3;133,6;"2016-07-16";433383
"15";"Mánatún";105;"Fjölbýli";52500000;3;120,5;"2016-07-16";435685
"16";"Mánatún";105;"Fjölbýli";52500000;3;124;"2016-07-16";423387
"17";"Mánatún";105;"Fjölbýli";63900000;3;127,3;"2016-07-16";501964
"18";"Mánatún";105;"Fjölbýli";82900000;4;182,9;"2016-07-16";453253
"19";"Mánatún";105;"Fjölbýli";54700000;3;111,2;"2016-07-16";491906
"20";"Mánatún";105;"Fjölbýli";56500000;3;129,5;"2016-07-16";436293
"21";"Mánatún";105;"Fjölbýli";56500000;3;133,5;"2016-07-16";423221
"22";"Sólheimar";104;"Fjölbýli";39900000;4;104;"2016-07-16";383654
"23";"Breiðavík";112;"Fjölbýli";37900000;3;123,1;"2016-07-16";307880
"24";"Skógarás";110;"Hæðir";47000000;4;212,5;"2016-07-16";221176
"25";"Njörvasund";104;"Fjölbýli";54900000;7;182,8;"2016-07-16";300328
