"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Melhagi";107;"Hæðir";46400000;4;94,1;"2016-10-14";493092
"2";"Hverfisgata";220;"Fjölbýli";30900000;3;92,7;"2016-10-14";333333
"3";"Kristnibraut";113;"Fjölbýli";47900000;4;153,9;"2016-10-14";311241
"4";"Lambhagi";801;"Sumarhús";30200000;4;77,6;"2016-10-14";389175
"5";"Grænahlíð";105;"Fjölbýli";39900000;3;96,8;"2016-10-14";412190
"6";"Sæviðarsund";104;"Par/Raðhús";64900000;5;183,7;"2016-10-14";353293
"10";"Heiðarhvammur";230;"Fjölbýli";18200000;3;77,7;"2016-10-14";234234
"11";"Norðurbakki - Opið Hús";220;"Fjölbýli";49500000;3;131,7;"2016-10-14";375854
"14";"Hvaleyrarbraut";220;"Atvinnuhús";250000000;0;1647,8;"2016-10-14";151717
"15";"Meistaravellir";107;"Fjölbýli";39900000;3;125,5;"2016-10-14";317928
"16";"Reiðvað";110;"Fjölbýli";43000000;4;106;"2016-10-14";405660
"17";"Laugarnesvegur";105;"Fjölbýli";15900000;1;24,1;"2016-10-14";659751
"18";"Sunnuvegur Opið Hús";220;"Hæðir";42900000;5;120,1;"2016-10-14";357202
"19";"Engihjalli";200;"Fjölbýli";27700000;3;89,2;"2016-10-14";310538
"20";"Óðinsgata";101;"Par/Raðhús";34500000;4;84,5;"2016-10-14";408284
"21";"Vestmannabraut";900;"Atvinnuhús";18000000;0;118,8;"2016-10-14";151515
"22";"Kríuhólar";111;"Fjölbýli";31600000;5;111,6;"2016-10-14";283154
"23";"Garðatorg";210;"Fjölbýli";67900000;3;143,3;"2016-10-14";473831
"24";"Tunguvegur";108;"Par/Raðhús";49500000;5;130,5;"2016-10-14";379310
"25";"Asparfell";111;"Fjölbýli";24900000;2;59,9;"2016-10-14";415693
