"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Friggjarbrunnur";113;"Fjölbýli";74900000;6;200;"2016-11-24";374500
"2";"Hólatún";600;"Fjölbýli";29500000;4;99;"2016-11-24";297980
"3";"Eyravegur";800;"Fjölbýli";25400000;3;119,5;"2016-11-24";212552
"5";"Smyrlahraun";220;"Fjölbýli";44900000;5;140,9;"2016-11-24";318666
"6";"Álfaskeið";220;"Fjölbýli";27900000;3;78,4;"2016-11-24";355867
"7";"Starmói";260;"Einbýli";39900000;7;230,5;"2016-11-24";173102
"9";"Frostaskjól";107;"Fjölbýli";43900000;4;86,3;"2016-11-24";508691
"10";"Vestmannabraut";900;"Einbýli";22000000;3;106,7;"2016-11-24";206186
"11";"Faxafen";108;"Atvinnuhús";82000000;0;746,4;"2016-11-24";109861
"12";"Strikið";210;"Fjölbýli";52900000;3;114,8;"2016-11-24";460801
"13";"Lerkigrund";300;"Fjölbýli";17000000;3;95,5;"2016-11-24";178010
"14";"Brattahlíð";810;"Fjölbýli";51000000;5;315;"2016-11-24";161905
"15";"Kistumelur";116;"Jörð/Lóð";58000000;0;10892;"2016-11-24";5325
"16";"Stapabraut";260;"Atvinnuhús";135000000;0;867,3;"2016-11-24";155655
"17";"Lækjarberg";221;"Einbýli";69900000;6;223,2;"2016-11-24";313172
"18";"Helgubraut";200;"Par/Raðhús";65000000;7;263,5;"2016-11-24";246679
"20";"Efra-skarð";301;"Jörð/Lóð";85000000;3;197,5;"2016-11-24";430380
"21";"Seilugrandi";107;"Fjölbýli";29900000;2;50,4;"2016-11-24";593254
"22";"Kelduskógar";700;"Par/Raðhús";31000000;4;149,9;"2016-11-24";206805
"23";"Álalind";201;"Fjölbýli";52900000;4;109;"2016-11-24";485321
"25";"Efstaland";108;"Fjölbýli";26900000;2;45;"2016-11-24";597778
