"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Nýjar sérhæðir í hágæða byggingarst";1000;"Hæðir";17800000;3;67;"2016-08-27";265672
"3";"Villa Martin Plaza";1000;"Fjölbýli";10900000;3;60;"2016-08-27";181667
"4";"La Recoleta";1000;"Fjölbýli";25000000;0;78;"2016-08-27";320513
"5";"Huertos Ii Magnað Hús Með";1000;"Einbýli";34000000;4;106;"2016-08-27";320755
"6";"Los Viveros Toppurinn Í Dag";1000;"Par/Raðhús";23000000;5;170;"2016-08-27";135294
"7";"Frábær Íbúð Í Íbúðarblokk Atalayas,";1000;"Fjölbýli";24500000;3;65;"2016-08-27";376923
"9";"Glæsileg. maese Pedro";1000;"Par/Raðhús";18500000;4;82;"2016-08-27";225610
"11";"Norðurtún";225;"Einbýli";61900000;5;202,7;"2016-08-27";305377
"12";"Skúlagata ";340;"Par/Raðhús";25500000;4;132,1;"2016-08-27";193036
"13";"Íbúð Í La Mata";1000;"Fjölbýli";14900000;3;60;"2016-08-27";248333
"14";"Arnarhraun";220;"Fjölbýli";29900000;3;107,1;"2016-08-27";279178
"15";"Sólarvegur";545;"Einbýli";11900000;5;191,8;"2016-08-27";62044
"16";"Stórglæsileg einbýlishús með einkas";1000;"Einbýli";27200000;4;98;"2016-08-27";277551
"17";"Mánagata";105;"Fjölbýli";27900000;2;56;"2016-08-27";498214
"18";"Seljavegur";101;"Fjölbýli";34900000;4;81,7;"2016-08-27";427173
"19";"Melgerði";200;"Einbýli";54900000;4;127,3;"2016-08-27";431265
"20";"Vesturgil";603;"Einbýli";63900000;4;245,5;"2016-08-27";260285
"21";"Stararimi";112;"Einbýli";73900000;6;193,7;"2016-08-27";381518
"22";"Holtsgata";101;"Fjölbýli";45000000;4;102,1;"2016-08-27";440744
"23";"Holtsgata";101;"Einbýli";110000000;10;208,9;"2016-08-27";526568
"24";"Nýbýlavegur";201;"Jörð/Lóð";350000000;0;2630;"2016-08-27";133080
"25";"Hjarðarhagi";107;"Fjölbýli";53900000;5;150,2;"2016-08-27";358855
