"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Norðurtún";700;"Par/Raðhús";27900000;5;128,2;"2016-11-15";217629
"2";"Langalína ";210;"Fjölbýli";49950000;3;121,6;"2016-11-15";410773
"3";"Bergstaðastræti ";101;"Einbýli";51900000;5;99,4;"2016-11-15";522133
"4";"Hvassaleiti";103;"Par/Raðhús";59900000;7;258,1;"2016-11-15";232081
"5";"Lyngás";210;"Fjölbýli";48800000;5;112,7;"2016-11-15";433008
"6";"Strandgata";220;"Fjölbýli";38500000;2;89,8;"2016-11-15";428731
"8";"Sifjarbrunnur";113;"Par/Raðhús";57900000;4;212,7;"2016-11-15";272214
"10";"Haukdælabraut";113;"Par/Raðhús";57500000;5;207,6;"2016-11-15";276975
"11";"Grundargata";350;"Fjölbýli";18000000;3;87,9;"2016-11-15";204778
"12";"Fífumói";260;"Fjölbýli";20900000;4;105;"2016-11-15";199048
"13";"Hólagata";260;"Fjölbýli";22900000;4;95,2;"2016-11-15";240546
"14";"Hólmgarður";108;"Fjölbýli";32900000;3;58,6;"2016-11-15";561433
"16";"Sjáland";621;"Sumarhús";7500000;2;31,4;"2016-11-15";238854
"17";"Vesturgata";101;"Fjölbýli";48900000;4;80,9;"2016-11-15";604450
"18";"Sambyggð";815;"Fjölbýli";13200000;3;78,4;"2016-11-15";168367
"19";"Ósbraut";250;"Einbýli";34900000;6;198,3;"2016-11-15";175996
"20";"Kríuhólar";111;"Fjölbýli";33900000;5;121,3;"2016-11-15";279472
"21";"Írabakki";109;"Fjölbýli";35900000;5;123,1;"2016-11-15";291633
"22";"Klettakór";203;"Fjölbýli";53900000;5;177,7;"2016-11-15";303320
"24";"Grænakinn Opið Hús";220;"Fjölbýli";31900000;3;77,2;"2016-11-15";413212
"25";"Boðaþing";203;"Fjölbýli";36900000;2;97,8;"2016-11-15";377301
