"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Ljósakur";210;"Hæðir";46900000;3;115,6;"2016-10-31";405709
"3";"Klettagljúfur";810;"Einbýli";24900000;14;612,5;"2016-10-31";40653
"4";"Vesturgljúfur ";816;"Jörð/Lóð";700000;0;7,66;"2016-10-31";91384
"6";"Klukkurimi";112;"Fjölbýli";31700000;3;89;"2016-10-31";356180
"7";"Sóleyjarimi";112;"Par/Raðhús";66900000;6;208,1;"2016-10-31";321480
"8";"Bræðraborgarstígur";101;"Fjölbýli";29900000;2;57;"2016-10-31";524561
"10";"Stekkjarvað";820;"Hesthús";7800000;0;96;"2016-10-31";81250
"11";"Lindargata";101;"Fjölbýli";66675000;3;89,9;"2016-10-31";741657
"12";"Snægil";603;"Fjölbýli";36900000;4;131,1;"2016-10-31";281465
"13";"Lindargata";101;"Fjölbýli";65100000;3;89,9;"2016-10-31";724138
"14";"Fífurimi";112;"Fjölbýli";31900000;2;69,1;"2016-10-31";461650
"15";"Laxalækur";800;"Jörð/Lóð";3950000;0;779,5;"2016-10-31";5067
"16";"Langahlíð";311;"Sumarhús";8700000;1;32,8;"2016-10-31";265244
"17";"Rjúpnasalir (opið hús)";203;"Fjölbýli";37900000;3;94,8;"2016-10-31";399789
"19";"Háeyrarvellir";820;"Par/Raðhús";22900000;5;143,6;"2016-10-31";159471
"20";"Þríhyrningur Ii";601;"Einbýli";27000000;7;176,6;"2016-10-31";152888
"21";"Starmói";800;"Jörð/Lóð";4500000;0;645,9;"2016-10-31";6967
"22";"Lundur";200;"Fjölbýli";48500000;2;114;"2016-10-31";425439
"23";"Lundur";200;"Fjölbýli";68500000;4;152,7;"2016-10-31";448592
"24";"Vogatunga";270;"Par/Raðhús";37900000;4;160;"2016-10-31";236875
"25";"Lundur";200;"Fjölbýli";125000000;4;179,2;"2016-10-31";697545
