"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Barmahlíð";105;"Fjölbýli";39500000;4;100,5;"2017-02-11";393035
"2";"Túngata";230;"Fjölbýli";12500000;2;42;"2017-02-11";297619
"3";"Túngata";230;"Fjölbýli";11500000;2;36,4;"2017-02-11";315934
"4";"Túngata";230;"Fjölbýli";11000000;2;34,5;"2017-02-11";318841
"6";"Túngata";230;"Fjölbýli";11000000;2;33,9;"2017-02-11";324484
"7";"Túngata";230;"Fjölbýli";12000000;2;38,7;"2017-02-11";310078
"8";"Túngata";230;"Fjölbýli";12500000;2;55;"2017-02-11";227273
"9";"Túngata";230;"Fjölbýli";11000000;2;34,4;"2017-02-11";319767
"10";"Huldugil";603;"Par/Raðhús";49000000;5;179,7;"2017-02-11";272677
"11";"Freyjubrunnur";113;"Fjölbýli";44900000;3;105,2;"2017-02-11";426806
"12";"Ódýr   Vinamar Iii Of La Mata, Torr";1000;"Fjölbýli";6800000;2;45;"2017-02-11";151111
"13";"Jarðhæð Með Þaksvölum Lago Jardin I";1000;"Hæðir";7800000;2;43;"2017-02-11";181395
"14";"Grandavegur - Opið Hús";107;"Fjölbýli";83700000;4;124,9;"2017-02-11";670136
"15";"Grandavegur - Opið Hús";107;"Fjölbýli";68500000;4;142,7;"2017-02-11";480028
"17";"Hjallavegur";104;"Fjölbýli";29900000;3;52,6;"2017-02-11";568441
"18";"Austurbyggð";600;"Einbýli";79600000;6;237,4;"2017-02-11";335299
"19";"Miklabraut";105;"Fjölbýli";45900000;6;135,3;"2017-02-11";339246
"20";"Naustabryggja";110;"Fjölbýli";32900000;2;68,1;"2017-02-11";483113
"21";"Víðimelur";107;"Fjölbýli";28800000;2;46,3;"2017-02-11";622030
"22";"Mar Menor Bankaeign";1000;"Fjölbýli";7300000;3;104;"2017-02-11";70192
"23";"Villamartin Bankaeign Tilboð";1000;"Fjölbýli";9500000;3;100;"2017-02-11";95000
"25";"Fálkagata";101;"Fjölbýli";44900000;4;99,6;"2017-02-11";450803
