"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Fagrasíða";603;"Par/Raðhús";37200000;5;157,9;"2016-11-28";235592
"4";"Karlsrauðatorg";620;"Hæðir";24000000;4;195,8;"2016-11-28";122574
"5";"Karlsrauðatorg";620;"Hæðir";12000000;2;77,9;"2016-11-28";154044
"8";"Jaðarsbraut";300;"Hæðir";22900000;3;105,1;"2016-11-28";217888
"9";"Presthúsabraut";300;"Einbýli";20500000;3;119;"2016-11-28";172269
"10";"Friggjarbrunnur";113;"Fjölbýli";57800000;0;154,6;"2016-11-28";373868
"11";"Friggjarbrunnur";113;"Fjölbýli";49900000;0;130;"2016-11-28";383846
"13";"Hólavegur ";620;"Einbýli";22800000;7;218;"2016-11-28";104587
"14";"Köllunarklettsvegur";104;"Atvinnuhús";98000000;0;614,9;"2016-11-28";159376
"15";"Illugagata";900;"Einbýli";55000000;6;246,4;"2016-11-28";223214
"17";"Valhúsabraut";170;"Fjölbýli";54900000;4;154,4;"2016-11-28";355570
"18";"Faxaból";110;"Hesthús";10900000;0;58;"2016-11-28";187931
"19";"Hólavegur";620;"Einbýli";22800000;8;218;"2016-11-28";104587
"20";"Lyngás";210;"Fjölbýli";75800000;4;170,6;"2016-11-28";444314
"22";"Lyngás";210;"Fjölbýli";55900000;4;131,4;"2016-11-28";425419
"23";"Stararimi";112;"Einbýli";73900000;6;218,7;"2016-11-28";337906
"24";"Gnoðarvogur *opið Hús*";104;"Fjölbýli";35900000;3;76,3;"2016-11-28";470511
"25";"Reykjasíða";603;"Einbýli";53000000;5;180,9;"2016-11-28";292980
