"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Freyjugata (leiga)";101;"Hæðir";125000;1;31,7;"2016-11-08";3943
"2";"Mýrargata ";101;"Atvinnuhús";37900000;0;77;"2016-11-08";492208
"3";"Hraunbær";110;"Fjölbýli";24900000;3;72,8;"2016-11-08";342033
"4";"Bleikargróf";108;"Einbýli";44900000;5;107,2;"2016-11-08";418843
"5";"Krummahólar";111;"Fjölbýli";22900000;2;73,4;"2016-11-08";311989
"6";"Langahlíð";105;"Fjölbýli";37900000;4;98,7;"2016-11-08";383992
"7";"Birkigrund";200;"Einbýli";89900000;8;271,3;"2016-11-08";331367
"8";"Þverholt";603;"Einbýli";36900000;6;170,6;"2016-11-08";216295
"9";"Höfðabraut";300;"Hæðir";24900000;4;132;"2016-11-08";188636
"10";"Sörlaskeið";221;"Hesthús";19900000;0;87,7;"2016-11-08";226910
"11";"Lyngás";210;"Fjölbýli";46800000;4;107,4;"2016-11-08";435754
"12";"Foldahraun";900;"Fjölbýli";16800000;3;91,2;"2016-11-08";184211
"13";"Kleppsvegur";105;"Fjölbýli";38500000;4;96,7;"2016-11-08";398139
"16";"Arnarsíða";603;"Par/Raðhús";40900000;5;149,7;"2016-11-08";273213
"17";"Ljósavík";112;"Fjölbýli";49900000;4;148,3;"2016-11-08";336480
"18";"Lyngás";210;"Fjölbýli";39200000;3;82,1;"2016-11-08";477467
"19";"Fiskislóð";101;"Atvinnuhús";30000000;2;100;"2016-11-08";300000
"20";"Fellsmúli";108;"Fjölbýli";29500000;3;85,7;"2016-11-08";344224
"21";"Mánamörk ";810;"Atvinnuhús";19400000;0;181,8;"2016-11-08";106711
"22";"Kjarrhólmi";200;"Fjölbýli";29900000;3;75,1;"2016-11-08";398136
"23";"Múlasíða";603;"Fjölbýli";24500000;4;110;"2016-11-08";222727
"24";"Asparholt";225;"Fjölbýli";38500000;4;116,8;"2016-11-08";329623
"25";"Stigahlíð";105;"Fjölbýli";36900000;3;79,8;"2016-11-08";462406
