"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Stapabraut";260;"Atvinnuhús";170000000;3;1289;"2016-11-06";131885
"2";"Mánatún";105;"Fjölbýli";54700000;0;111,2;"2016-11-06";491906
"3";"Grandavegur - Þaksvalir";107;"Fjölbýli";83700000;4;124,9;"2016-11-06";670136
"4";"Grandavegur";107;"Fjölbýli";52000000;3;110,6;"2016-11-06";470163
"6";"Sléttuvegur";103;"Fjölbýli";51900000;2;128,5;"2016-11-06";403891
"8";"Kiðjaberg lóð";801;"Jörð/Lóð";5900000;0;10000;"2016-11-06";590
"9";"Mánatún";105;"Fjölbýli";82900000;4;182,9;"2016-11-06";453253
"12";"Lundur";200;"Fjölbýli";54800000;3;139,2;"2016-11-06";393678
"13";"Asparskógar";300;"Fjölbýli";32488000;3;99,2;"2016-11-06";327500
"14";"Mánatún ";105;"Fjölbýli";52500000;3;124;"2016-11-06";423387
"15";"Mánatún";105;"Fjölbýli";54700000;3;111,2;"2016-11-06";491906
"16";"Mánatún (opið hús)";105;"Fjölbýli";56500000;3;129,5;"2016-11-06";436293
"18";"Valsheiði";810;"Einbýli";39000000;5;196;"2016-11-06";198980
"19";"Perlukór";203;"Fjölbýli";89000000;7;255;"2016-11-06";349020
"20";"Hringbraut";101;"Fjölbýli";29500000;2;54,2;"2016-11-06";544280
"22";"Lindargata";101;"Fjölbýli";49700000;3;85,1;"2016-11-06";584019
"23";"Mánatún";105;"Fjölbýli";56500000;3;133,5;"2016-11-06";423221
"24";"Kambsbraut";801;"Jörð/Lóð";3200000;0;5200;"2016-11-06";615
"25";"Húshólsbraut";801;"Sumarhús";19900000;4;45,9;"2016-11-06";433551
