"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Hvassaleiti";103;"Fjölbýli";36900000;4;118,7;"2016-08-03";310868
"2";"Freyjustígur";801;"Sumarhús";32500000;3;90,1;"2016-08-03";360710
"3";"Borgarsíða";603;"Einbýli";43900000;5;149,4;"2016-08-03";293842
"4";"Þórðarsveigur";113;"Fjölbýli";39500000;4;113,8;"2016-08-03";347100
"5";"Sunnugerði";730;"Einbýli";59500000;5;233;"2016-08-03";255365
"6";"Fossgata Laus Í September";735;"Fjölbýli";13800000;5;102,5;"2016-08-03";134634
"7";"Heiðmörk";810;"Einbýli";41800000;3;166,6;"2016-08-03";250900
"8";"Þrastarás";221;"Einbýli";79000000;6;221,9;"2016-08-03";356016
"9";"Grandavegur";107;"Atvinnuhús";8500000;1;27,9;"2016-08-03";304659
"10";"Hjallabraut";220;"Fjölbýli";33500000;4;111,2;"2016-08-03";301259
"11";"Barónsstígur";101;"Fjölbýli";38500000;3;86,6;"2016-08-03";444573
"12";"Ægisíða";107;"Fjölbýli";49900000;4;74,2;"2016-08-03";672507
"13";"Garðabraut";300;"Fjölbýli";16500000;3;102,1;"2016-08-03";161606
"14";"Drekavellir";221;"Par/Raðhús";51900000;4;156,9;"2016-08-03";330784
"15";"Rauðalækur";105;"Hæðir";48900000;6;128,4;"2016-08-03";380841
"16";"Byggðavegur ";600;"Fjölbýli";68000000;0;254,7;"2016-08-03";266981
"17";"Suðurbraut";220;"Fjölbýli";32900000;3;92;"2016-08-03";357609
"19";"Melahvarf";203;"Einbýli";76400000;5;253,5;"2016-08-03";301381
"20";"Holtagata";420;"Einbýli";23900000;4;172,2;"2016-08-03";138792
"21";"Gautland";108;"Fjölbýli";34900000;3;85,6;"2016-08-03";407710
"23";"Unufell";111;"Fjölbýli";29400000;4;97,7;"2016-08-03";300921
"24";"Skjólbraut";200;"Hæðir";46900000;4;149,3;"2016-08-03";314133
"25";"Bárugata";101;"Fjölbýli";45900000;3;97,9;"2016-08-03";468846
