"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Vefarastræti";270;"Fjölbýli";36300000;3;83,1;"2017-02-18";436823
"2";"Vefarastræti";270;"Fjölbýli";35900000;3;85,2;"2017-02-18";421362
"3";"Vefarastræti";270;"Fjölbýli";44900000;4;112,3;"2017-02-18";399822
"4";"Vefarastræti";270;"Fjölbýli";48500000;5;125,5;"2017-02-18";386454
"5";"Vefarastræti";270;"Fjölbýli";36900000;3;69,8;"2017-02-18";528653
"6";"Vefarastræti";270;"Fjölbýli";35900000;3;85,1;"2017-02-18";421857
"7";"Vefarastræti";270;"Fjölbýli";35900000;3;84,7;"2017-02-18";423849
"9";"Vefarastræti";270;"Fjölbýli";41500000;4;102,1;"2017-02-18";406464
"10";"Vefarastræti";270;"Fjölbýli";32900000;2;74,6;"2017-02-18";441019
"11";"Vefarastræti";270;"Fjölbýli";31900000;2;73,1;"2017-02-18";436389
"12";"Básendi";108;"Hæðir";39900000;4;80,6;"2017-02-18";495037
"14";"Vefarastræti";270;"Fjölbýli";39800000;4;102,1;"2017-02-18";389814
"15";"Blönduhlíð";105;"Fjölbýli";37900000;5;62,1;"2017-02-18";610306
"16";"Engihjalli";200;"Fjölbýli";37500000;5;97,4;"2017-02-18";385010
"17";"Ármúli";108;"Atvinnuhús";32800000;2;128,8;"2017-02-18";254658
"18";"Ásvallagata";101;"Fjölbýli";42900000;3;80,1;"2017-02-18";535581
"19";"Vesturbraut ";240;"Einbýli";61500000;8;341,7;"2017-02-18";179982
"20";"Sóltún";105;"Fjölbýli";61300000;4;111,9;"2017-02-18";547811
"21";"Sóltún";105;"Fjölbýli";75100000;4;136,8;"2017-02-18";548977
"22";"Sóltún";105;"Fjölbýli";48100000;2;78,1;"2017-02-18";615877
"23";"Sóltún";105;"Fjölbýli";47700000;2;78,3;"2017-02-18";609195
"24";"Sóltún";105;"Fjölbýli";44900000;2;76,6;"2017-02-18";586162
"25";"Sóltún";105;"Fjölbýli";52900000;3;96,2;"2017-02-18";549896
