"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Fjarðarstræti";400;"Fjölbýli";15000000;4;119,4;"2016-10-19";125628
"2";"Hringbraut";220;"Fjölbýli";32500000;3;77,1;"2016-10-19";421530
"3";"Valagil";603;"Par/Raðhús";45900000;5;165,1;"2016-10-19";278013
"4";"Kríuhólar";111;"Fjölbýli";35200000;4;131,9;"2016-10-19";266869
"5";"Hlíðarvegur";580;"Fjölbýli";23500000;2;95,3;"2016-10-19";246590
"6";"Þverlág";845;"Sumarhús";22900000;3;65,5;"2016-10-19";349618
"8";"Þórunnarstræti";600;"Fjölbýli";24500000;4;100,4;"2016-10-19";244024
"9";"Desjamýri";270;"Atvinnuhús";40000000;1;207;"2016-10-19";193237
"11";"Lyngás";210;"Fjölbýli";49300000;4;131,4;"2016-10-19";375190
"12";"Hlíðarvegur";580;"Fjölbýli";25500000;3;87,5;"2016-10-19";291429
"13";"Holtsvegur";210;"Fjölbýli";38900000;2;97,6;"2016-10-19";398566
"14";"Hvaleyrarbraut";220;"Atvinnuhús";32700000;0;156,3;"2016-10-19";209213
"15";"Traðarstígur";415;"Einbýli";20500000;9;394,8;"2016-10-19";51925
"16";"Aðalstræti";600;"Fjölbýli";17900000;3;109,6;"2016-10-19";163321
"17";"Rauðarárstígur";105;"Fjölbýli";24900000;2;46,1;"2016-10-19";540130
"19";"Álfaskeið";220;"Fjölbýli";29000000;3;92,6;"2016-10-19";313175
"20";"Gvendargeisli";113;"Fjölbýli";38500000;4;104,8;"2016-10-19";367366
"21";"Fjarðarvegur";680;"Íbúðarhúsnæði";10000000;5;205,7;"2016-10-19";48614
"22";"Mánatún";105;"Fjölbýli";82900000;4;182,9;"2016-10-19";453253
"23";"Munkaþverárstræti";600;"Fjölbýli";17500000;2;67,3;"2016-10-19";260030
"24";"Herjólfsgata";220;"Fjölbýli";59900000;3;112,2;"2016-10-19";533868
"25";"Herjólfsgata";220;"Fjölbýli";55900000;4;110,9;"2016-10-19";504058
