"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Þorláksgeisli";113;"Fjölbýli";47200000;5;120,1;"2016-12-18";393006
"3";"Laxatunga";270;"Jörð/Lóð";13500000;0;676,2;"2016-12-18";19965
"4";"Hörgatún";210;"Einbýli";65300000;5;200,6;"2016-12-18";325523
"5";"Brautarsel";260;"Jörð/Lóð";7500000;0;25215;"2016-12-18";297
"6";"Kotvöllur";861;"Sumarhús";38500000;3;91,9;"2016-12-18";418934
"7";"Skeiðarás";210;"Atvinnuhús";85000000;0;574,3;"2016-12-18";148006
"8";"Iðunnarbrunnur";113;"Jörð/Lóð";10500000;5;229,6;"2016-12-18";45732
"9";"Þingvað";113;"Par/Raðhús";64900000;6;203,6;"2016-12-18";318762
"10";"Hamarsbraut";220;"Jörð/Lóð";9500000;0;454;"2016-12-18";20925
"11";"Lindargata";101;"Fjölbýli";49700000;3;85,1;"2016-12-18";584019
"13";"Mánatún (opið hús)";105;"Fjölbýli";82900000;4;182,9;"2016-12-18";453253
"14";"Mánatún";105;"Fjölbýli";52500000;3;120,5;"2016-12-18";435685
"15";"Langalína";210;"Fjölbýli";53800000;3;129,9;"2016-12-18";414165
"16";"Mánatún (opið hús)";105;"Fjölbýli";56500000;3;133,5;"2016-12-18";423221
"17";"Þorláksgeisli - Opið Hús";113;"Fjölbýli";44900000;4;136,9;"2016-12-18";327977
"18";"Freyjugata";101;"Fjölbýli";33500000;2;65,9;"2016-12-18";508346
"19";"Munaðarhóll ";360;"Einbýli";18500000;4;168,9;"2016-12-18";109532
"20";"Vesturbraut - Opið Hús";220;"Fjölbýli";24500000;2;37,3;"2016-12-18";656836
