"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Langahlíð";105;"Fjölbýli";36900000;3;79,2;"2017-01-12";465909
"2";"Lomas De Cabo Roig";1000;"Fjölbýli";14400000;0;84;"2017-01-12";171429
"3";"Kinnargata";210;"Par/Raðhús";54900000;5;197;"2017-01-12";278680
"6";"Laufásvegur";105;"Einbýli";38500000;3;78;"2017-01-12";493590
"7";"Lundur";200;"Fjölbýli";85900000;4;159,2;"2017-01-12";539573
"8";"Skeiðarvogur";104;"Par/Raðhús";76900000;5;235,2;"2017-01-12";326956
"9";"Skógarsel";700;"Jörð/Lóð";1700000;8;274,2;"2017-01-12";6200
"10";"Faxabraut";230;"Einbýli";48900000;5;184,6;"2017-01-12";264897
"11";"Tunguvegur";260;"Fjölbýli";14900000;2;93,3;"2017-01-12";159700
"12";"Hnoðravellir";221;"Par/Raðhús";57900000;5;202;"2017-01-12";286634
"13";"Fannahvarf";203;"Fjölbýli";43500000;4;112,2;"2017-01-12";387701
"14";"Norðurtún";700;"Par/Raðhús";23900000;3;96,5;"2017-01-12";247668
"15";"Laufásvegur";101;"Fjölbýli";27500000;2;44,3;"2017-01-12";620767
"16";"Hólmbergsbraut";230;"Atvinnuhús";89000000;0;292;"2017-01-12";304795
"17";"Klyfjasel";109;"Einbýli";67800000;10;244,2;"2017-01-12";277641
"18";"Stapabraut";260;"Atvinnuhús";135000000;0;867,3;"2017-01-12";155655
"19";"Fagrihvammur";220;"Einbýli";79900000;8;227,2;"2017-01-12";351673
"20";"Árakur";210;"Par/Raðhús";84900000;5;231,9;"2017-01-12";366106
"21";"Sléttuvegur";103;"Fjölbýli";48800000;2;89;"2017-01-12";548315
"23";"Úthlíð";105;"Fjölbýli";79900000;5;179;"2017-01-12";446369
"24";"Hringbraut";220;"Einbýli";30500000;5;95,3;"2017-01-12";320042
"25";"Skarðsbraut";300;"Fjölbýli";29500000;4;145,7;"2017-01-12";202471
