"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Tjarnarlundur";600;"Fjölbýli";18900000;3;84;"2016-10-28";225000
"2";"Fagrakinn";220;"Hæðir";29500000;3;75;"2016-10-28";393333
"3";"Sogavegur";108;"Par/Raðhús";42900000;4;104,8;"2016-10-28";409351
"5";"Ljósheimar";104;"Fjölbýli";36500000;2;60,5;"2016-10-28";603306
"6";"Lindarhvammur";220;"Fjölbýli";31900000;3;80,5;"2016-10-28";396273
"7";"Efstasund";104;"Fjölbýli";22900000;2;36;"2016-10-28";636111
"8";"Deildarás";110;"Einbýli";84700000;8;268,6;"2016-10-28";315339
"10";"Þórðarsveigur";113;"Fjölbýli";36900000;4;103,2;"2016-10-28";357558
"11";"Asparskógar";300;"Fjölbýli";32488000;3;99,2;"2016-10-28";327500
"12";"Álfkonuhvarf(opið Hús)";203;"Fjölbýli";36900000;3;93,7;"2016-10-28";393810
"13";"Háteigsvegur";105;"Fjölbýli";37500000;4;79,4;"2016-10-28";472292
"14";"Álakvísl";110;"Par/Raðhús";43900000;4;135,3;"2016-10-28";324464
"15";"Lónsbraut";220;"Atvinnuhús";19900000;0;100,8;"2016-10-28";197421
"16";"Víðihvammur ";220;"Fjölbýli";38900000;4;146,1;"2016-10-28";266256
"17";"Iðavellir";230;"Atvinnuhús";17800000;0;139,9;"2016-10-28";127234
"18";"Þórðarsveigur";113;"Fjölbýli";29400000;2;71,1;"2016-10-28";413502
"19";"Fálkagata";107;"Fjölbýli";45900000;4;111,6;"2016-10-28";411290
"21";"Garðatorg";210;"Fjölbýli";145000000;4;195;"2016-10-28";743590
"22";"Kleppsvegur";105;"Fjölbýli";39800000;5;114,7;"2016-10-28";346992
"23";"Kársnesbraut";200;"Fjölbýli";28900000;3;63,3;"2016-10-28";456556
"24";"Sævangur";220;"Einbýli";77900000;8;269,8;"2016-10-28";288732
"25";"Dalsel";109;"Fjölbýli";31700000;4;83,2;"2016-10-28";381010
