"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Lindargata";101;"Fjölbýli";54900000;3;97,7;"2016-08-02";561924
"2";"Digranesvegur";200;"Fjölbýli";25500000;2;55,3;"2016-08-02";461121
"3";"Reyrengi";112;"Fjölbýli";32900000;4;97,3;"2016-08-02";338129
"4";"Bleiksárhlíð";735;"Einbýli";32000000;5;195,3;"2016-08-02";163850
"5";"Efstaland";270;"Par/Raðhús";56900000;4;165,2;"2016-08-02";344431
"6";"Efstaland";270;"Par/Raðhús";54900000;4;166,7;"2016-08-02";329334
"7";"Efstaland";270;"Par/Raðhús";54900000;4;165,2;"2016-08-02";332324
"8";"Efstaland";270;"Par/Raðhús";55900000;4;165,2;"2016-08-02";338378
"9";"Sogavegur";108;"Fjölbýli";47500000;5;159;"2016-08-02";298742
"10";"Klukkuberg";221;"Einbýli";82000000;6;310,3;"2016-08-02";264260
"11";"Klukkuberg";221;"Einbýli";82000000;8;310,3;"2016-08-02";264260
"17";"Fornhagi";107;"Fjölbýli";43900000;3;88,6;"2016-08-02";495485
"18";"Garðatorg";210;"Fjölbýli";69500000;4;143,3;"2016-08-02";484997
"19";"Garðatorg";210;"Fjölbýli";95000000;4;159,6;"2016-08-02";595238
"20";"Garðatorg";210;"Fjölbýli";74800000;4;143,1;"2016-08-02";522711
"21";"Garðatorg";210;"Fjölbýli";68500000;3;102,5;"2016-08-02";668293
"22";"Garðatorg";210;"Fjölbýli";75600000;4;160,3;"2016-08-02";471616
"23";"Garðatorg";210;"Fjölbýli";46500000;3;100,3;"2016-08-02";463609
"24";"Garðatorg Nýtt";210;"Fjölbýli";39500000;2;79,4;"2016-08-02";497481
