"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Hlégerði";200;"Einbýli";63900000;7;153;"2016-12-13";417647
"3";"Bergstaðastræti";101;"Fjölbýli";46900000;4;93;"2016-12-13";504301
"4";"Grundarhvarf";203;"Jörð/Lóð";19000000;1;290;"2016-12-13";65517
"5";"Grundarhvarf";203;"Jörð/Lóð";14000000;1;248;"2016-12-13";56452
"6";"Grundarhvarf";203;"Einbýli";14000000;5;248;"2016-12-13";56452
"7";"Bergþórugata";101;"Fjölbýli";29900000;2;58,2;"2016-12-13";513746
"8";"Grundarhvarf";203;"Einbýli";19000000;5;290;"2016-12-13";65517
"9";"Lækjasmári";201;"Fjölbýli";30900000;2;66,9;"2016-12-13";461883
"10";"Heiðaþing";203;"Par/Raðhús";73500000;5;246,7;"2016-12-13";297933
"11";"Dalbraut";105;"Fjölbýli";57900000;5;184,7;"2016-12-13";313481
"12";"Holtsgata";101;"Hæðir";42500000;4;102,1;"2016-12-13";416259
"13";"Sörlaskeið";220;"Sumarhús";13000000;2;64;"2016-12-13";203125
"14";"Þórunnarstræti ";600;"Fjölbýli";23200000;3;91,7;"2016-12-13";252999
"15";"Leirutangi";270;"Fjölbýli";34500000;2;92,2;"2016-12-13";374187
"16";"Cuxhavengata";220;"Atvinnuhús";7900000;1;34,8;"2016-12-13";227011
"17";"Cuxhavengata";220;"Atvinnuhús";6900000;1;28,7;"2016-12-13";240418
"18";"Austurberg";111;"Fjölbýli";24900000;2;71,8;"2016-12-13";346797
"19";"Ás lll";851;"Jörð/Lóð";26700000;0;4870000;"2016-12-13";5
"21";"Hvammur Í Holtum";851;"Jörð/Lóð";104000000;0;213,7;"2016-12-13";486664
"22";"Stelkshólar";111;"Fjölbýli";41900000;4;142,1;"2016-12-13";294863
"24";"Hvammur Ii";851;"Jörð/Lóð";104000000;3;185,3;"2016-12-13";561252
