"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Faxabraut";230;"Par/Raðhús";37800000;5;180,5;"2016-10-03";209418
"2";"Lækjargata";220;"Einbýli";69900000;6;221,6;"2016-10-03";315433
"3";"Laugateigur";105;"Fjölbýli";30900000;2;75,3;"2016-10-03";410359
"4";"Heiðargil ";230;"Einbýli";62000000;5;290,6;"2016-10-03";213352
"5";"Kaplaskjólsvegur";107;"Fjölbýli";22900000;2;38;"2016-10-03";602632
"6";"Vesturberg";111;"Fjölbýli";24900000;2;63,6;"2016-10-03";391509
"8";"Rósarimi";112;"Fjölbýli";32700000;3;94,4;"2016-10-03";346398
"9";"Hjallabraut ";220;"Fjölbýli";36000000;3;71,5;"2016-10-03";503497
"12";"Haukalind";201;"Par/Raðhús";64900000;5;184,8;"2016-10-03";351190
"13";"Vesturgata";101;"Fjölbýli";44900000;3;90;"2016-10-03";498889
"14";"Mánatún ";105;"Fjölbýli";42900000;2;78,2;"2016-10-03";548593
"15";"Mánatún ";105;"Fjölbýli";58900000;3;115,7;"2016-10-03";509075
"16";"Mánatún ";105;"Fjölbýli";55400000;3;110,9;"2016-10-03";499549
"17";"Mánatún ";105;"Fjölbýli";40900000;2;77,7;"2016-10-03";526384
"18";"Mánatún ";105;"Fjölbýli";55900000;2;109,3;"2016-10-03";511436
"19";"Mánatún ";105;"Fjölbýli";54900000;3;115,4;"2016-10-03";475737
"20";"Mánatún ";105;"Fjölbýli";49900000;2;86,3;"2016-10-03";578216
"21";"Mánatún ";105;"Fjölbýli";62500000;3;120,9;"2016-10-03";516956
"22";"Vatnsholt";230;"Par/Raðhús";37900000;4;135,6;"2016-10-03";279499
"23";"Mánatún ";105;"Fjölbýli";51900000;2;86,4;"2016-10-03";600694
"24";"Mánatún ";105;"Fjölbýli";59900000;2;107,6;"2016-10-03";556691
"25";"Mánatún ";105;"Fjölbýli";84900000;3;131;"2016-10-03";648092
