"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Grandavegur - Opið Hús";107;"Fjölbýli";52000000;3;110,3;"2016-12-04";471442
"2";"Grandavegur - Opið Hús";107;"Fjölbýli";52000000;3;110,7;"2016-12-04";469738
"3";"Grandavegur - Opið Hús";107;"Fjölbýli";52000000;3;110,6;"2016-12-04";470163
"4";"Grandavegur - Opið Hús";107;"Fjölbýli";56500000;3;119,6;"2016-12-04";472408
"6";"Sogavegur";108;"Par/Raðhús";42900000;4;104,8;"2016-12-04";409351
"7";"Garðatorg";210;"Fjölbýli";145000000;4;187,1;"2016-12-04";774987
"8";"Garðatorg";210;"Fjölbýli";145000000;4;195;"2016-12-04";743590
"9";"Jarðhæð Með Þaksvölum Lago Jardin I";1000;"Hæðir";7800000;2;43;"2016-12-04";181395
"11";"Ódýr   Vinamar Iii Of La Mata, Torr";1000;"Fjölbýli";6800000;2;45;"2016-12-04";151111
"12";"Jarðhæð- Þaksvalir M. hýsi lago Jar";1000;"Hæðir";7800000;3;53;"2016-12-04";147170
"13";"Gott Stúdío Vinamar Iii Of La Mata";1000;"Fjölbýli";7300000;1;32;"2016-12-04";228125
"14";"Glæsilegt Og Nýtt. la Mata. torrevi";1000;"Fjölbýli";17800000;2;60;"2016-12-04";296667
"15";"Gott Verð. bella Antonia ,torreviej";1000;"Fjölbýli";9200000;3;50;"2016-12-04";184000
"16";"Mánatún";105;"Fjölbýli";29500000;2;61,1;"2016-12-04";482815
"17";"Garðatorg";210;"Fjölbýli";67900000;3;143,3;"2016-12-04";473831
"18";"Torrevieja central / bílskúr";1000;"Fjölbýli";10400000;3;68;"2016-12-04";152941
"19";"Álftamýri ";108;"Fjölbýli";40500000;4;125,4;"2016-12-04";322967
"20";"Lyngás";210;"Fjölbýli";57900000;4;129;"2016-12-04";448837
"21";"Grandavegur - Opið Hús";107;"Fjölbýli";68500000;4;142,7;"2016-12-04";480028
"22";"Grandavegur - Opið Hús";107;"Fjölbýli";55500000;4;123,4;"2016-12-04";449757
"23";"Básahraun";815;"Einbýli";42900000;4;171,3;"2016-12-04";250438
"24";"Breiðvangur";220;"Fjölbýli";37500000;6;133;"2016-12-04";281955
