"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Grandavegur";107;"Fjölbýli";41900000;3;100,4;"2016-08-30";417331
"2";"Bonalba Baja";1000;"Einbýli";39500000;5;150;"2016-08-30";263333
"3";"Reynimelur";107;"Fjölbýli";35900000;3;70,2;"2016-08-30";511396
"4";"Grenigrund";800;"Par/Raðhús";33800000;5;168,4;"2016-08-30";200713
"7";"Hjallahraun";220;"Atvinnuhús";58000000;0;240;"2016-08-30";241667
"8";"Burknavellir";221;"Fjölbýli";47900000;4;158,2;"2016-08-30";302781
"9";"Starengi";112;"Einbýli";59900000;5;182,3;"2016-08-30";328579
"10";"Hlíðarbær";301;"Par/Raðhús";3000000;3;145,9;"2016-08-30";20562
"11";"Hlíðarbær";301;"Par/Raðhús";3700000;5;146,3;"2016-08-30";25290
"15";"Hlíðarbær";301;"Par/Raðhús";3000000;3;118,6;"2016-08-30";25295
"16";"Böggvisbraut";620;"Einbýli";34000000;7;216,4;"2016-08-30";157116
"17";"Dvergabakki";109;"Fjölbýli";32900000;4;112,9;"2016-08-30";291408
"18";"Bogahlíð";105;"Fjölbýli";51900000;4;106,6;"2016-08-30";486867
"19";"Suðurengi";800;"Par/Raðhús";32500000;4;102,6;"2016-08-30";316764
"20";"Uglugata";270;"Par/Raðhús";43900000;4;158,5;"2016-08-30";276972
"21";"Stekkjarsel";109;"Einbýli";64400000;6;244,2;"2016-08-30";263718
"22";"Hjallabrekka";200;"Fjölbýli";34900000;3;110,4;"2016-08-30";316123
"23";"Dagverðarnes ";311;"Sumarhús";3900000;0;10,2;"2016-08-30";382353
"24";"Dagverðarnes ";311;"Jörð/Lóð";5900000;0;5139;"2016-08-30";1148
