"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Hverfisgata";101;"Fjölbýli";29500000;3;57,2;"2016-12-23";515734
"2";"Langalína";210;"Fjölbýli";59000000;3;128,3;"2016-12-23";459860
"3";"Langalína";210;"Fjölbýli";105000000;5;186,9;"2016-12-23";561798
"4";"Langalína";210;"Fjölbýli";73000000;3;128,3;"2016-12-23";568979
"5";"Langalína";210;"Fjölbýli";68500000;3;142,7;"2016-12-23";480028
"6";"Langalína";210;"Fjölbýli";76000000;3;139;"2016-12-23";546763
"7";"Langalína";210;"Fjölbýli";77000000;4;155,9;"2016-12-23";493906
"8";"Langalína";210;"Fjölbýli";69000000;4;138,2;"2016-12-23";499276
"9";"Langalína";210;"Fjölbýli";59000000;3;127,5;"2016-12-23";462745
"10";"Langalína";210;"Fjölbýli";74800000;4;149,9;"2016-12-23";498999
"11";"Langalína";210;"Fjölbýli";64000000;3;128,4;"2016-12-23";498442
"12";"Langalína";210;"Fjölbýli";59000000;3;141,9;"2016-12-23";415786
"13";"Þórólfsgata";310;"Fjölbýli";22000000;5;154,4;"2016-12-23";142487
"14";"Erluás";221;"Einbýli";95000000;6;285,5;"2016-12-23";332750
"15";"Hólmbergsbraut";230;"Atvinnuhús";93400000;0;292;"2016-12-23";319863
"16";"Gauksrimi";800;"Par/Raðhús";28900000;4;139,6;"2016-12-23";207020
"17";"Skipasund";104;"Fjölbýli";29900000;3;68,1;"2016-12-23";439060
"18";"Hjallatún";600;"Par/Raðhús";32900000;3;98,3;"2016-12-23";334690
"20";"Skipholt (leiga)";105;"Fjölbýli";265000;2;78;"2016-12-23";3397
"22";"Hjallalundur ";600;"Fjölbýli";22000000;3;87,4;"2016-12-23";251716
"23";"Bergstaðastræti";101;"Fjölbýli";89900000;6;142;"2016-12-23";633099
"24";"Logafold";112;"Einbýli";109000000;6;339,9;"2016-12-23";320683
"25";"Oddagata ";600;"Fjölbýli";28900000;5;130,2;"2016-12-23";221966
