"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Eikardalur";260;"Einbýli";56900000;5;257;"2016-10-15";221401
"2";"Vallarbraut ";170;"Einbýli";75900000;5;198,1;"2016-10-15";383140
"3";"Grandavegur";107;"Fjölbýli";35000000;3;85,2;"2016-10-15";410798
"4";"Garðatorg";210;"Fjölbýli";83500000;4;160,4;"2016-10-15";520574
"5";"Sólheimar";104;"Fjölbýli";39900000;4;85,9;"2016-10-15";464494
"6";"Ásakór";201;"Fjölbýli";49600000;5;157,3;"2016-10-15";315321
"7";"Fagrahlíð";221;"Fjölbýli";30900000;3;76,4;"2016-10-15";404450
"8";"Grýtubakki *opið Hús*";109;"Fjölbýli";31900000;3;78,9;"2016-10-15";404309
"12";"Klettaborg";600;"Par/Raðhús";41700000;4;150,2;"2016-10-15";277630
"13";"Kerhraun";801;"Sumarhús";44900000;5;126,6;"2016-10-15";354660
"14";"Hrísalundur";600;"Fjölbýli";21900000;3;85;"2016-10-15";257647
"15";"Smárahlíð";603;"Fjölbýli";21900000;3;83,3;"2016-10-15";262905
"18";"Búmenn - Búseturéttur - Blásalir ";201;"Fjölbýli";8000000;3;99,1;"2016-10-15";80727
"19";"Haukanes";210;"Einbýli";128000000;8;470,2;"2016-10-15";272225
"20";"Hjaltabakki";109;"Fjölbýli";31900000;4;103,7;"2016-10-15";307618
"21";"Fossaleynir";112;"Atvinnuhús";38500000;2;176,5;"2016-10-15";218130
"22";"Miklabraut";105;"Fjölbýli";14900000;2;24;"2016-10-15";620833
"23";"Efsti-dalur Lóð";801;"Sumarhús";24400000;2;82,9;"2016-10-15";294331
"24";"Grenigrund";200;"Hæðir";34900000;4;125,6;"2016-10-15";277866
"25";"Baugakór - Opið Hús";203;"Fjölbýli";53900000;5;165,2;"2016-10-15";326271
