"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Lækjarás";311;"Sumarhús";13600000;4;82,3;"2016-11-23";165249
"2";"Klettatún";600;"Par/Raðhús";45500000;3;139,5;"2016-11-23";326165
"5";"Tjarnarlundur";600;"Fjölbýli";18500000;3;82;"2016-11-23";225610
"6";"Hafnarbraut";620;"Atvinnuhús";5900000;0;104,8;"2016-11-23";56298
"7";"Eyrargata";580;"Fjölbýli";7900000;3;71,4;"2016-11-23";110644
"8";"Lundur ";200;"Fjölbýli";76800000;3;148,8;"2016-11-23";516129
"9";"Grænlandsleið";113;"Fjölbýli";64900000;3;205;"2016-11-23";316585
"10";"Lundur";200;"Fjölbýli";77000000;3;219,9;"2016-11-23";350159
"11";"Rituhólar";111;"Einbýli";95000000;9;345,8;"2016-11-23";274725
"12";"Steinhella";221;"Atvinnuhús";29900000;0;142,3;"2016-11-23";210119
"13";"Móhella";800;"Par/Raðhús";34900000;4;149,6;"2016-11-23";233289
"14";"Hverafold";112;"Atvinnuhús";18500000;0;85,3;"2016-11-23";216882
"15";"Uppsalavegur";640;"Einbýli";39300000;4;158,8;"2016-11-23";247481
"16";"Lundur ";200;"Fjölbýli";89000000;3;155;"2016-11-23";574194
"17";"Hlíðarvegur";580;"Fjölbýli";15500000;2;65;"2016-11-23";238462
"19";"Garðatorg";210;"Fjölbýli";69900000;4;137,4;"2016-11-23";508734
"20";"Dalsel";109;"Fjölbýli";32900000;4;108,9;"2016-11-23";302112
"21";"Lyngás";210;"Fjölbýli";48800000;5;116,7;"2016-11-23";418166
"22";"Strandvegur";210;"Fjölbýli";57900000;4;127,4;"2016-11-23";454474
"23";"Miklabraut";105;"Fjölbýli";39900000;5;126,1;"2016-11-23";316416
"24";"Vallarbraut";300;"Fjölbýli";24900000;3;92,7;"2016-11-23";268608
