"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Austurvegur";800;"Atvinnuhús";85000000;0;450,6;"2016-10-10";188637
"2";"Deildarás";110;"Einbýli";84700000;8;268,6;"2016-10-10";315339
"3";"Dalbraut";105;"Fjölbýli";57900000;5;184,7;"2016-10-10";313481
"5";"Gerplustræti";270;"Fjölbýli";39900000;4;106,6;"2016-10-10";374296
"6";"Gerplustræti";270;"Fjölbýli";37900000;3;99,3;"2016-10-10";381672
"9";"Gerplustræti";270;"Fjölbýli";39900000;4;108;"2016-10-10";369444
"10";"Hvaleyrarbraut";220;"Fjölbýli";60000000;2;114,2;"2016-10-10";525394
"11";"Norðurbakki - Opið Hús";220;"Fjölbýli";49500000;3;131,7;"2016-10-10";375854
"13";"Austurströnd";170;"Fjölbýli";39500000;3;85,6;"2016-10-10";461449
"14";"Smiðjuvegur";200;"Atvinnuhús";55000000;0;250;"2016-10-10";220000
"18";"Efstasund";104;"Fjölbýli";33900000;3;87,4;"2016-10-10";387872
"19";"Langalína";210;"Fjölbýli";73000000;3;128,3;"2016-10-10";568979
"20";"Langalína";210;"Fjölbýli";69000000;4;138,2;"2016-10-10";499276
"21";"Langalína  nýtt ";210;"Fjölbýli";59000000;3;125,8;"2016-10-10";468998
"22";"Langalína";210;"Fjölbýli";75000000;4;149,1;"2016-10-10";503018
"23";"Langalína";210;"Fjölbýli";66000000;3;125,7;"2016-10-10";525060
"24";"Langalína";210;"Fjölbýli";68500000;3;142,7;"2016-10-10";480028
"25";"Langalína";210;"Fjölbýli";79000000;4;141,4;"2016-10-10";558699
