"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Hafnarstræti";600;"Atvinnuhús";20900000;1;68,3;"2016-11-14";306003
"2";"Smáraflöt";300;"Fjölbýli";29900000;3;91,4;"2016-11-14";327133
"3";"Hellagata";210;"Fjölbýli";49900000;4;119,7;"2016-11-14";416876
"4";"Heimsendi";203;"Hesthús";11000000;0;76;"2016-11-14";144737
"5";"Kríuhólar";111;"Fjölbýli";33900000;5;121,3;"2016-11-14";279472
"7";"Vatnahjáleiga";861;"Jörð/Lóð";40000000;0;162;"2016-11-14";246914
"8";"Hellagata";210;"Fjölbýli";48500000;4;120,2;"2016-11-14";403494
"9";"Tjarnabraut";260;"Fjölbýli";27000000;3;91,2;"2016-11-14";296053
"10";"Heimsendi";200;"Hesthús";11000000;0;76;"2016-11-14";144737
"11";"Stekkjartún";600;"Einbýli";59500000;5;186,6;"2016-11-14";318864
"12";"Grundargerði";600;"Par/Raðhús";30000000;4;104,9;"2016-11-14";285987
"13";"Safamýri";108;"Fjölbýli";33900000;2;85,6;"2016-11-14";396028
"14";"Maríubaugur";113;"Fjölbýli";45900000;4;148;"2016-11-14";310135
"16";"Borgarhlíð";603;"Fjölbýli";24600000;4;92,1;"2016-11-14";267101
"17";"Stórholt";400;"Par/Raðhús";14900000;3;82,9;"2016-11-14";179735
"19";"Garðatorg";210;"Fjölbýli";53900000;3;100,1;"2016-11-14";538462
"20";"Blómvangur";220;"Hæðir";53900000;6;163,8;"2016-11-14";329060
"21";"Baldursgata";101;"Fjölbýli";29900000;2;44,1;"2016-11-14";678005
"22";"Lyngás ";210;"Fjölbýli";49900000;4;114,4;"2016-11-14";436189
"24";"Gullsmári";201;"Fjölbýli";54600000;6;143,9;"2016-11-14";379430
"25";"Öldugrandi";107;"Fjölbýli";44900000;4;125,4;"2016-11-14";358054
