"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Sunnubakki";801;"Jörð/Lóð";22000000;0;110000;"2016-12-28";200
"2";"Brautarholt";355;"Fjölbýli";17000000;5;126;"2016-12-28";134921
"3";"Þórustígur";260;"Fjölbýli";15900000;3;63,1;"2016-12-28";251981
"4";"Vatnsveituv. fákur";110;"Hesthús";5000000;0;39;"2016-12-28";128205
"6";"Rangársel";109;"Atvinnuhús";25900000;1;133,1;"2016-12-28";194591
"7";"Hyrjarhöfði";110;"Atvinnuhús";194000000;0;951,5;"2016-12-28";203889
"8";"Háholt";220;"Fjölbýli";37900000;4;105,3;"2016-12-28";359924
"9";"Tryggvagata";101;"Fjölbýli";22900000;1;36,5;"2016-12-28";627397
"10";"Tjarnarlundur";600;"Fjölbýli";14600000;2;52,5;"2016-12-28";278095
"11";"Ljómatún";600;"Fjölbýli";30900000;3;103;"2016-12-28";300000
"12";"Tjarnarlundur";600;"Fjölbýli";18600000;3;84;"2016-12-28";221429
"14";"Jórusel";109;"Hæðir";350000;7;326;"2016-12-28";1074
"15";"Sólbrekka";640;"Einbýli";34000000;5;209,3;"2016-12-28";162446
"17";"Bjarkarheiði";810;"Par/Raðhús";31700000;4;141,7;"2016-12-28";223712
"18";"Lomas De Cabo Roig";1000;"Fjölbýli";14400000;0;84;"2016-12-28";171429
"19";"Tunguháls";110;"Atvinnuhús";99500000;0;450,2;"2016-12-28";221013
"21";"Suðurlandsbraut";108;"Atvinnuhús";26000000;0;88,3;"2016-12-28";294451
"23";"Fellsmúli";108;"Fjölbýli";38500000;5;106,9;"2016-12-28";360150
"25";"Lyngás";210;"Fjölbýli";46200000;4;106,5;"2016-12-28";433803
