"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Dimmuhvarf";203;"Einbýli";93500000;7;339,6;"2016-12-20";275324
"2";"Möðrufell";111;"Fjölbýli";24900000;2;64,2;"2016-12-20";387850
"3";"Dofraberg ";221;"Fjölbýli";28900000;2;70;"2016-12-20";412857
"4";"Njörvasund";104;"Fjölbýli";16500000;1;33;"2016-12-20";500000
"6";"Kópavogsgerði";200;"Fjölbýli";53500000;3;129,1;"2016-12-20";414407
"7";"Goðanes";603;"Atvinnuhús";12900000;0;72;"2016-12-20";179167
"8";"Tjarnabakki";260;"Fjölbýli";27500000;4;151,6;"2016-12-20";181398
"9";"Tjarnabakki";260;"Fjölbýli";26500000;4;150;"2016-12-20";176667
"11";"Álfabakki";109;"Atvinnuhús";39500000;11;184,9;"2016-12-20";213629
"13";"Tjarnargata";245;"Einbýli";21900000;2;77,5;"2016-12-20";282581
"14";"Mánatún";105;"Fjölbýli";82900000;4;182,9;"2016-12-20";453253
"15";"Mánatún";105;"Fjölbýli";56500000;3;133,5;"2016-12-20";423221
"16";"Mánatún";105;"Fjölbýli";52500000;3;120,5;"2016-12-20";435685
"19";"Breiðvangur";220;"Fjölbýli";38900000;5;152,4;"2016-12-20";255249
"20";"Daggarvellir";221;"Fjölbýli";42700000;4;120,2;"2016-12-20";355241
"21";"Gagnheiði";800;"Atvinnuhús";21900000;0;200,4;"2016-12-20";109281
"22";"Hagamelur";107;"Fjölbýli";39800000;3;70,3;"2016-12-20";566145
"23";"Lækjarmelur";116;"Jörð/Lóð";38000000;0;2983;"2016-12-20";12739
