"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Álalind";201;"Fjölbýli";51400000;4;110,2;"2016-11-20";466425
"3";"Lindasmári";201;"Fjölbýli";38500000;3;99,3;"2016-11-20";387714
"4";"Hátún";105;"Fjölbýli";220000;3;75,6;"2016-11-20";2910
"5";"Álftahólar";111;"Fjölbýli";32800000;4;107;"2016-11-20";306542
"6";"Laufdalur ";260;"Par/Raðhús";24900000;4;123,5;"2016-11-20";201619
"8";"Tröllaborgir";112;"Par/Raðhús";59500000;5;193,1;"2016-11-20";308131
"9";"Línakur";210;"Fjölbýli";53900000;4;121,8;"2016-11-20";442529
"10";"Melhagi";107;"Hæðir";81900000;6;196,7;"2016-11-20";416370
"11";"Heiðarvegur";730;"Einbýli";21850000;4;80;"2016-11-20";273125
"12";"Austurströnd";170;"Fjölbýli";59900000;4;123,4;"2016-11-20";485413
"13";"Langabrekka";200;"Fjölbýli";53900000;5;168,7;"2016-11-20";319502
"14";"Safamýri Opið Hús";108;"Hæðir";56900000;6;156,8;"2016-11-20";362883
