"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Spóahólar";111;"Fjölbýli";29700000;3;88,1;"2017-02-04";337117
"2";"Njarðargata";101;"Einbýli";94900000;7;162,6;"2017-02-04";583641
"3";"Sléttahraun";220;"Fjölbýli";30500000;2;81,1;"2017-02-04";376079
"4";"Drekavellir";221;"Fjölbýli";37800000;3;92,5;"2017-02-04";408649
"5";"Arnarsmári";201;"Fjölbýli";37900000;4;98;"2017-02-04";386735
"6";"Glæsibær";110;"Einbýli";78900000;7;210,4;"2017-02-04";375000
"8";"Svöluás";221;"Fjölbýli";36500000;3;86,9;"2017-02-04";420023
"9";"Mar Menor Bankaeign";1000;"Fjölbýli";7300000;3;104;"2017-02-04";70192
"10";"Hlíðarvegur";625;"Einbýli";29900000;5;206,2;"2017-02-04";145005
"11";"Sogavegur";108;"Par/Raðhús";42900000;4;104,8;"2017-02-04";409351
"13";"Torrevieja Nýtt ";1000;"Fjölbýli";11900000;3;71;"2017-02-04";167606
"14";"Deildarás";110;"Einbýli";84700000;8;268,6;"2017-02-04";315339
"15";"Lækjarmelur";301;"Einbýli";34000000;7;278,3;"2017-02-04";122170
"16";"Gnoðarvogur";104;"Hæðir";58600000;4;152,1;"2017-02-04";385273
"17";"Skúlagata";101;"Fjölbýli";36800000;2;60,1;"2017-02-04";612313
"18";"Efstaland";108;"Fjölbýli";39900000;4;80,6;"2017-02-04";495037
"19";"Lyngás";210;"Fjölbýli";49800000;5;112,7;"2017-02-04";441881
"20";"Lyngás";210;"Fjölbýli";51900000;5;116,7;"2017-02-04";444730
"21";"Heiðarbraut";801;"Sumarhús";21000000;3;52,6;"2017-02-04";399240
"22";"Fitjar Sandgerði";245;"Jörð/Lóð";27000000;0;131;"2017-02-04";206107
"24";"Iðufell";111;"Fjölbýli";25900000;3;68,9;"2017-02-04";375907
"25";"Arnarsmári";201;"Fjölbýli";34900000;3;73,8;"2017-02-04";472900
