"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Birkivellir";800;"Fjölbýli";16600000;2;66,4;"2016-08-23";250000
"2";"Birkivellir";800;"Fjölbýli";29700000;3;186,5;"2016-08-23";159249
"4";"Ægisbraut";300;"Atvinnuhús";11700000;0;153,6;"2016-08-23";76172
"5";"Vogatunga";270;"Par/Raðhús";35700000;4;160,2;"2016-08-23";222846
"6";"Hamravík";112;"Fjölbýli";49900000;4;166,4;"2016-08-23";299880
"7";"Glæsileg. maese Pedro";1000;"Par/Raðhús";18500000;4;82;"2016-08-23";225610
"8";"Góð Kaup. calle Las Tortolas, Torre";1000;"Par/Raðhús";12600000;3;55;"2016-08-23";229091
"9";"Frábær Íbúð Í Íbúðarblokk Atalayas,";1000;"Fjölbýli";24500000;3;65;"2016-08-23";376923
"10";"Brattakinn";220;"Fjölbýli";34900000;5;135,8;"2016-08-23";256996
"12";"Stakkholt";105;"Fjölbýli";42900000;2;88,1;"2016-08-23";486947
"13";"Flúðasel";109;"Fjölbýli";34800000;5;151,4;"2016-08-23";229855
"14";"Hnoðravellir";221;"Par/Raðhús";53900000;5;186,4;"2016-08-23";289163
"15";"Burknavellir";221;"Par/Raðhús";53500000;5;198,6;"2016-08-23";269386
"16";"Vesturgata";101;"Fjölbýli";69000000;7;154;"2016-08-23";448052
"17";"Reynimelur";107;"Hæðir";65000000;5;155,2;"2016-08-23";418814
"18";"Boðaþing";203;"Fjölbýli";64900000;3;143,9;"2016-08-23";451008
"19";"Seilugrandi";107;"Fjölbýli";30500000;1;50,4;"2016-08-23";605159
"20";"Vindakór";203;"Fjölbýli";42500000;4;132,8;"2016-08-23";320030
"21";"Garðatorg";210;"Fjölbýli";52900000;4;100,1;"2016-08-23";528472
"22";"Garðatorg";210;"Fjölbýli";72800000;4;143,1;"2016-08-23";508735
"23";"Mánatún";105;"Fjölbýli";82900000;4;182,9;"2016-08-23";453253
"24";"Garðatorg";210;"Fjölbýli";45500000;3;108,2;"2016-08-23";420518
"25";"Garðatorg";210;"Fjölbýli";85500000;4;137,3;"2016-08-23";622724
